rank,h3_index,city,tier,opportunity_score,lat,lon,h3_cell_acres,project_acres,dist_to_center_km,property_type,land_value_current,total_dev_cost,equity_required,buildable_sqft,noi_year1,noi_year5,stabilised_value,exit_value_yr5,exit_cap_rate,est_irr_pct,equity_multiple,value_uplift
115,8848ebb423fffff,phoenix,Tier 1 � Top 10%,0.649,33.2696,-111.9211,211.2,18.1,24.4,unknown,1766940,63469098,22214184,315374,3812876,4420169,70608824,81854979,0.054,13.98,2.83,80088039
116,8829b6cf51fffff,phoenix,Tier 1 � Top 10%,0.649,33.7706,-112.0682,210.2,25.1,35.8,unknown,847552,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,112664049
117,8829b6cf53fffff,phoenix,Tier 1 � Top 10%,0.6488,33.7774,-112.075,210.2,25.6,36.6,unknown,863770,89768448,31418957,446054,5392798,6251731,99866624,115772788,0.054,13.98,2.83,114909018
118,8848e96355fffff,phoenix,Tier 1 � Top 10%,0.6488,33.1996,-112.2504,211.1,23.0,32.2,unknown,779493,80651340,28227969,400752,4845092,5616789,89723920,104014614,0.054,13.98,2.83,103235121
119,8848ebb681fffff,phoenix,Tier 1 � Top 10%,0.6488,33.241,-112.0136,211.2,17.7,23.7,unknown,604951,62066466,21723263,308405,3728614,4322486,69048408,80046029,0.054,13.98,2.83,79441079
120,8848e962e1fffff,phoenix,Tier 1 � Top 10%,0.6485,33.2345,-112.3335,211.0,24.0,33.9,unknown,811992,84157920,29455272,418176,5055748,5860997,93624960,108536989,0.054,13.98,2.83,107724997
121,8829b6db67fffff,phoenix,Tier 1 � Top 10%,0.6485,33.5287,-111.8515,210.8,16.9,22.5,unknown,2084480,59261202,20741421,294466,3560089,4127119,65927576,76428130,0.054,13.98,2.83,74343650
122,8829b6c939fffff,phoenix,Tier 1 � Top 10%,0.6485,33.7702,-111.8493,210.3,28.4,41.4,unknown,953644,99586872,34855405,494842,5982635,6935514,110789536,128435437,0.054,13.98,2.83,127481793
123,8848e96205fffff,phoenix,Tier 1 � Top 10%,0.6485,33.2003,-112.2995,211.1,24.4,34.6,unknown,824891,85560552,29946193,425146,5140010,5958681,95185376,110345939,0.054,13.98,2.83,109521048
124,8848e9620dfffff,phoenix,Tier 1 � Top 10%,0.6483,33.192,-112.3033,211.1,25.0,35.6,unknown,844375,87664500,30682575,435600,5266404,6105206,97526000,113059363,0.054,13.98,2.83,112214988
125,8848ebac33fffff,phoenix,Tier 1 � Top 10%,0.6483,33.5253,-111.7635,210.8,21.6,30.0,unknown,733601,75742128,26509745,376358,4550173,5274898,84262464,97683290,0.054,13.98,2.83,96949689
126,8848e96217fffff,phoenix,Tier 1 � Top 10%,0.6483,33.2193,-112.3305,211.0,24.6,34.9,unknown,831455,86261868,30191654,428630,5182142,6007522,95965584,111250414,0.054,13.98,2.83,110418958
127,8848ebb717fffff,phoenix,Tier 1 � Top 10%,0.6483,33.2241,-111.9123,211.3,21.1,29.1,unknown,1290413,73988838,25896093,367646,4444845,5152794,82311944,95422103,0.054,13.98,2.83,94131690
128,8848ebb1c5fffff,phoenix,Tier 1 � Top 10%,0.648,33.2022,-111.7339,211.4,28.7,41.8,unknown,963316,100638846,35223596,500069,6045832,7008776,111959848,129792149,0.054,13.98,2.83,128828834
129,8848e9623dfffff,phoenix,Tier 1 � Top 10%,0.648,33.2155,-112.3025,211.0,23.7,33.5,unknown,802150,83105946,29087081,412949,4992551,5787735,92454648,107180276,0.054,13.98,2.83,106378126
130,8829b6cad5fffff,phoenix,Tier 1 � Top 10%,0.6478,33.7244,-112.0099,210.3,22.4,31.3,unknown,759853,78547392,27491587,390298,4718698,5470264,87383296,101301190,0.054,13.98,2.83,100541337
131,8848eb3457fffff,phoenix,Tier 1 � Top 10%,0.6478,33.6564,-111.7725,210.6,25.4,36.3,unknown,857301,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,114011012
132,8848e962e9fffff,phoenix,Tier 1 � Top 10%,0.6478,33.2261,-112.3373,211.0,24.5,34.8,unknown,828174,85911210,30068924,426888,5161076,5983102,95575480,110798176,0.054,13.98,2.83,109970003
133,8829b6c59dfffff,phoenix,Tier 1 � Top 10%,0.6478,33.8138,-112.2572,210.0,29.9,44.0,unknown,1001381,104846742,36696360,520978,6298619,7301826,116641096,135218999,0.054,13.98,2.83,134217618
134,8848eb2653fffff,phoenix,Tier 1 � Top 10%,0.6475,33.761,-111.8037,210.4,29.2,42.8,unknown,979105,102392136,35837248,508781,6151160,7130880,113910368,132053336,0.054,13.98,2.83,131074231
135,8848ebacedfffff,phoenix,Tier 1 � Top 10%,0.6475,33.5239,-111.7741,210.8,21.0,29.0,unknown,713937,73638180,25773363,365904,4423779,5128373,81921840,94969865,0.054,13.98,2.83,94255928
136,8848e96207fffff,phoenix,Tier 1 � Top 10%,0.6475,33.2072,-112.3063,211.1,24.3,34.4,unknown,821680,85209894,29823463,423403,5118945,5934260,94795272,109893701,0.054,13.98,2.83,109072021
137,8829b6ce8dfffff,phoenix,Tier 1 � Top 10%,0.6473,33.8123,-112.1584,210.1,28.3,41.2,unknown,950484,99236214,34732675,493099,5961569,6911093,110399432,127983199,0.054,13.98,2.83,127032716
138,8848e961b9fffff,phoenix,Tier 1 � Top 10%,0.6473,33.3308,-112.2599,210.9,16.4,21.7,unknown,561684,57507912,20127769,285754,3454761,4005015,63977056,74166942,0.054,13.98,2.83,73605259
139,8848eba135fffff,phoenix,Tier 1 � Top 10%,0.6473,33.3658,-111.6782,211.1,26.4,37.9,unknown,1401391,92573712,32400799,459994,5561323,6447097,102987456,119390688,0.054,13.98,2.83,117989297
140,8848ebba97fffff,phoenix,Tier 1 � Top 10%,0.6471,33.2551,-111.6896,211.3,28.6,41.7,unknown,960102,100288188,35100866,498326,6024766,6984355,111569744,129339912,0.054,13.98,2.83,128379810
141,8848e96199fffff,phoenix,Tier 1 � Top 10%,0.647,33.3194,-112.2849,210.9,18.1,24.3,unknown,618296,63469098,22214184,315374,3812876,4420169,70608824,81854979,0.054,13.98,2.83,81236683
142,8848e97999fffff,phoenix,Tier 1 � Top 10%,0.6468,33.2344,-112.1157,211.1,17.9,24.1,unknown,611554,62767782,21968724,311890,3770745,4371327,69828616,80950504,0.054,13.98,2.83,80338951
143,8829b6c095fffff,phoenix,Tier 1 � Top 10%,0.6468,33.7268,-112.158,210.2,22.8,31.9,unknown,772897,79950024,27982508,397267,4802960,5567948,88943712,103110139,0.054,13.98,2.83,102337242
144,8848e96859fffff,phoenix,Tier 1 � Top 10%,0.6466,33.3171,-112.1374,211.0,12.5,15.7,unknown,430662,43832250,15341287,217800,2633202,3052603,48763000,56529682,0.054,13.98,2.83,56099019
145,8848ebb715fffff,phoenix,Tier 1 � Top 10%,0.6466,33.2172,-111.9055,211.3,21.7,30.1,unknown,1264850,76092786,26632475,378101,4571239,5299318,84652568,98135527,0.054,13.98,2.83,96870678
146,8848ebb4dbfffff,phoenix,Tier 1 � Top 10%,0.6462,33.2866,-112.0225,211.1,14.4,18.6,unknown,494698,50494752,17673163,250906,3033449,3516598,56174976,65122193,0.054,13.98,2.83,64627496
147,8829b6c52bfffff,phoenix,Tier 1 � Top 10%,0.6462,33.7707,-112.1776,210.2,25.9,37.1,unknown,873452,90820422,31787148,451282,5455995,6324993,101036936,117129500,0.054,13.98,2.83,116256049
148,8848ebb1ddfffff,phoenix,Tier 1 � Top 10%,0.6462,33.2061,-111.7619,211.4,27.4,39.6,unknown,1182420,96080292,33628102,477418,5771979,6691305,106888496,123913062,0.054,13.98,2.83,122730643
149,8829b6ced9fffff,phoenix,Tier 1 � Top 10%,0.6462,33.7995,-112.1942,210.1,28.0,40.6,unknown,940968,98184240,34364484,487872,5898372,6837830,109229120,126626487,0.054,13.98,2.83,125685519
150,8848eba88bfffff,phoenix,Tier 1 � Top 10%,0.6462,33.4559,-111.6464,211.0,27.4,39.7,unknown,921654,96080292,33628102,477418,5771979,6691305,106888496,123913062,0.054,13.98,2.83,122991408
151,8848e9798dfffff,phoenix,Tier 1 � Top 10%,0.6462,33.2237,-112.081,211.2,18.5,25.0,unknown,631498,64871730,22705105,322344,3897139,4517852,72169240,83663929,0.054,13.98,2.83,83032431
152,8848e962bdfffff,phoenix,Tier 1 � Top 10%,0.6462,33.2633,-112.3501,210.9,23.4,32.9,unknown,792488,82053972,28718890,407722,4929354,5714472,91284336,105823564,0.054,13.98,2.83,105031076
153,8848ebb46dfffff,phoenix,Tier 1 � Top 10%,0.6458,33.2324,-111.9085,211.2,20.7,28.5,unknown,1484770,72586206,25405172,360677,4360583,5055110,80751528,93613153,0.054,13.98,2.83,92128383
154,8829b6c735fffff,phoenix,Tier 1 � Top 10%,0.6458,33.7276,-112.2073,210.2,23.7,33.4,unknown,802221,83105946,29087081,412949,4992551,5787735,92454648,107180276,0.054,13.98,2.83,106378055
155,8829b6c565fffff,phoenix,Tier 1 � Top 10%,0.6458,33.7503,-112.1571,210.2,24.3,34.4,unknown,821680,85209894,29823463,423403,5118945,5934260,94795272,109893701,0.054,13.98,2.83,109072021
156,8848e96203fffff,phoenix,Tier 1 � Top 10%,0.6458,33.2057,-112.3169,211.1,24.8,35.2,unknown,837967,86963184,30437114,432115,5224273,6056364,96745792,112154888,0.054,13.98,2.83,111316921
157,8848e96167fffff,phoenix,Tier 1 � Top 10%,0.6457,33.264,-112.1814,211.0,17.1,22.8,unknown,584991,59962518,20986881,297950,3602220,4175961,66707784,77332605,0.054,13.98,2.83,76747614
158,8848ebb1bdfffff,phoenix,Tier 1 � Top 10%,0.6457,33.2409,-111.7359,211.3,27.0,39.0,unknown,1414368,94677660,33137181,470448,5687716,6593622,105328080,122104112,0.054,13.98,2.83,120689744
159,8848e96e29fffff,phoenix,Tier 1 � Top 10%,0.6456,33.3664,-112.2833,210.8,16.3,21.5,unknown,643377,57157254,20005039,284011,3433695,3980594,63586952,73714705,0.054,13.98,2.83,73071328
160,8848ebb1a5fffff,phoenix,Tier 1 � Top 10%,0.6456,33.237,-111.7079,211.3,28.4,41.3,unknown,997522,99586872,34855405,494842,5982635,6935514,110789536,128435437,0.054,13.98,2.83,127437915
161,8829b6c847fffff,phoenix,Tier 1 � Top 10%,0.6453,33.7295,-111.9179,210.4,24.3,34.4,unknown,821680,85209894,29823463,423403,5118945,5934260,94795272,109893701,0.054,13.98,2.83,109072021
162,8848eba349fffff,phoenix,Tier 1 � Top 10%,0.6453,33.2507,-111.7214,211.3,27.2,39.4,unknown,1302146,95378976,33382642,473933,5729848,6642464,106108288,123008587,0.054,13.98,2.83,121706442
163,8848ebacb5fffff,phoenix,Tier 1 � Top 10%,0.6453,33.5679,-111.7936,210.7,21.1,29.2,unknown,717231,73988838,25896093,367646,4444845,5152794,82311944,95422103,0.054,13.98,2.83,94704871
164,8848ebb1ebfffff,phoenix,Tier 1 � Top 10%,0.6453,33.2105,-111.7301,211.4,28.5,41.5,unknown,961020,99937530,34978135,496584,6003701,6959934,111179640,128887674,0.054,13.98,2.83,127926654
165,8848ebb0c7fffff,phoenix,Tier 1 � Top 10%,0.6453,33.1987,-111.8149,211.3,25.7,36.8,unknown,1344907,90119106,31541687,447797,5413863,6276151,100256728,116225026,0.054,13.98,2.83,114880119
166,8848eba4b7fffff,phoenix,Tier 1 � Top 10%,0.645,33.4957,-111.976,210.8,8.9,10.5,unknown,2114213,31208562,10922997,155074,1874840,2173453,34719256,40249133,0.054,13.98,2.83,38134921
167,8829b6cc5dfffff,phoenix,Tier 1 � Top 10%,0.6449,33.8115,-112.109,210.1,27.9,40.5,unknown,937691,97833582,34241754,486130,5877307,6813409,108839016,126174250,0.054,13.98,2.83,125236558
168,8848e96b57fffff,phoenix,Tier 1 � Top 10%,0.6449,33.2859,-112.0822,211.1,14.1,18.1,unknown,484645,49442778,17304972,245678,2970252,3443336,55004664,63765481,0.054,13.98,2.83,63280836
169,8829b6cf61fffff,phoenix,Tier 1 � Top 10%,0.6449,33.7698,-112.0188,210.2,25.3,36.1,unknown,854077,88716474,31050766,440827,5329601,6178468,98696312,114416076,0.054,13.98,2.83,113561998
170,8848e96287fffff,phoenix,Tier 1 � Top 10%,0.6449,33.2549,-112.3539,210.9,23.9,33.7,unknown,808728,83807262,29332542,416434,5034682,5836577,93234856,108084751,0.054,13.98,2.83,107276023
171,8848ebaf05fffff,phoenix,Tier 1 � Top 10%,0.6449,33.4485,-111.6996,211.0,24.5,34.7,unknown,828198,85911210,30068924,426888,5161076,5983102,95575480,110798176,0.054,13.98,2.83,109969978
172,8848ebb1b9fffff,phoenix,Tier 1 � Top 10%,0.6449,33.2394,-111.7465,211.3,26.6,38.3,unknown,1558600,93275028,32646260,463478,5603454,6495939,103767664,120295163,0.054,13.98,2.83,118736562
173,8829b6ce8bfffff,phoenix,Tier 1 � Top 10%,0.6449,33.8176,-112.1759,210.1,28.8,42.1,unknown,966384,100989504,35346326,501811,6066897,7033197,112349952,130244387,0.054,13.98,2.83,129278003
174,8848e97917fffff,phoenix,Tier 1 � Top 10%,0.6446,33.2032,-112.0606,211.2,19.9,27.3,unknown,677734,69780942,24423330,346738,4192058,4859744,77630696,89995253,0.054,13.98,2.83,89317519
175,8829b6ced1fffff,phoenix,Tier 1 � Top 10%,0.6446,33.8078,-112.1904,210.1,28.4,41.4,unknown,953672,99586872,34855405,494842,5982635,6935514,110789536,128435437,0.054,13.98,2.83,127481765
176,8848eb3649fffff,phoenix,Tier 1 � Top 10%,0.6446,33.5693,-111.7829,210.7,21.7,30.2,unknown,736910,76092786,26632475,378101,4571239,5299318,84652568,98135527,0.054,13.98,2.83,97398617
177,8848e979d7fffff,phoenix,Tier 1 � Top 10%,0.6443,33.2275,-112.1089,211.1,18.4,24.8,unknown,628231,64521072,22582375,320602,3876073,4493431,71779136,83211691,0.054,13.98,2.83,82583460
178,8848ebb1b5fffff,phoenix,Tier 1 � Top 10%,0.6443,33.2492,-111.7321,211.3,26.8,38.7,unknown,1457947,93976344,32891720,466963,5645585,6544780,104547872,121199638,0.054,13.98,2.83,119741691
179,8829b6ce53fffff,phoenix,Tier 1 � Top 10%,0.6443,33.7669,-112.1495,210.2,25.3,36.1,unknown,854077,88716474,31050766,440827,5329601,6178468,98696312,114416076,0.054,13.98,2.83,113561998
180,8848e979edfffff,phoenix,Tier 1 � Top 10%,0.6443,33.2115,-112.0568,211.2,19.4,26.4,unknown,661307,68027652,23809678,338026,4086730,4737640,75680176,87734066,0.054,13.98,2.83,87072759
181,8829b6ce67fffff,phoenix,Tier 1 � Top 10%,0.6439,33.7676,-112.0894,210.2,24.9,35.5,unknown,841047,87313842,30559845,433858,5245338,6080785,97135896,112607126,0.054,13.98,2.83,111766079
182,8848e96233fffff,phoenix,Tier 1 � Top 10%,0.6439,33.2292,-112.3161,211.0,23.6,33.2,unknown,799025,82755288,28964351,411206,4971485,5763314,92064544,106728039,0.054,13.98,2.83,105929014
183,8829b6cd4dfffff,phoenix,Tier 1 � Top 10%,0.6439,33.8099,-112.0102,210.2,28.0,40.6,unknown,940940,98184240,34364484,487872,5898372,6837830,109229120,126626487,0.054,13.98,2.83,125685547
184,8848ebb6c9fffff,phoenix,Tier 1 � Top 10%,0.6439,33.2092,-112.0183,211.2,19.8,27.1,unknown,674447,69430284,24300599,344995,4170992,4835323,77240592,89543016,0.054,13.98,2.83,88868568
185,8848e96b67fffff,phoenix,Tier 1 � Top 10%,0.6439,33.2851,-112.0331,211.1,14.4,18.6,unknown,494726,50494752,17673163,250906,3033449,3516598,56174976,65122193,0.054,13.98,2.83,64627467
186,8848e96137fffff,phoenix,Tier 1 � Top 10%,0.6439,33.2997,-112.2048,211.0,15.6,20.5,unknown,534908,54702648,19145927,271814,3286236,3809648,60856224,70549043,0.054,13.98,2.83,70014134
187,8848eba6cdfffff,phoenix,Tier 1 � Top 10%,0.6438,33.3752,-112.0016,210.9,8.9,10.6,unknown,862882,31208562,10922997,155074,1874840,2173453,34719256,40249133,0.054,13.98,2.83,39386252
188,8848e96897fffff,phoenix,Tier 1 � Top 10%,0.6438,33.405,-112.1764,210.8,9.0,10.7,unknown,854019,31559220,11045727,156816,1895905,2197874,35109360,40701371,0.054,13.98,2.83,39847352
189,8848eba303fffff,phoenix,Tier 1 � Top 10%,0.6436,33.2894,-111.7234,211.2,25.8,37.0,unknown,1637913,90469764,31664417,449539,5434929,6300572,100646832,116677263,0.054,13.98,2.83,115039350
190,8848eba24bfffff,phoenix,Tier 1 � Top 10%,0.6436,33.2472,-111.8025,211.3,23.9,33.7,unknown,2745130,83807262,29332542,416434,5034682,5836577,93234856,108084751,0.054,13.98,2.83,105339621
191,8848eba143fffff,phoenix,Tier 1 � Top 10%,0.6436,33.3242,-111.6974,211.2,26.2,37.6,unknown,1730117,91872396,32155339,456509,5519191,6398255,102207248,118486213,0.054,13.98,2.83,116756096
192,8848e97897fffff,phoenix,Tier 1 � Top 10%,0.6434,33.2405,-112.1822,211.1,18.6,25.2,unknown,634781,65222388,22827836,324086,3918205,4542273,72559344,84116166,0.054,13.98,2.83,83481386
193,8848eb2649fffff,phoenix,Tier 1 � Top 10%,0.6434,33.7336,-111.7765,210.4,28.8,42.0,unknown,966499,100989504,35346326,501811,6066897,7033197,112349952,130244387,0.054,13.98,2.83,129277887
194,8829b6ce83fffff,phoenix,Tier 1 � Top 10%,0.6434,33.8259,-112.1721,210.1,29.3,42.9,unknown,982341,102742794,35959978,510523,6172225,7155301,114300472,132505574,0.054,13.98,2.83,131523233
195,8829b6ceb1fffff,phoenix,Tier 1 � Top 10%,0.6434,33.8425,-112.1644,210.0,30.3,44.6,unknown,1014171,106249374,37187281,527947,6382882,7399509,118201512,137027948,0.054,13.98,2.83,136013777
196,8829b6cf25fffff,phoenix,Tier 1 � Top 10%,0.6434,33.7947,-112.0072,210.2,27.0,39.0,unknown,908820,94677660,33137181,470448,5687716,6593622,105328080,122104112,0.054,13.98,2.83,121195292
197,8848ebaca3fffff,phoenix,Tier 1 � Top 10%,0.6429,33.561,-111.7868,210.7,21.2,29.4,unknown,720461,74339496,26018824,369389,4465911,5177214,82702048,95874340,0.054,13.98,2.83,95153879
198,8848e96105fffff,phoenix,Tier 1 � Top 10%,0.6429,33.2693,-112.1988,211.0,17.2,23.0,unknown,588274,60313176,21109612,299693,3623286,4200381,67097888,77784842,0.054,13.98,2.83,77196568
199,8829b6cc43fffff,phoenix,Tier 1 � Top 10%,0.6429,33.813,-112.0984,210.1,28.0,40.6,unknown,940968,98184240,34364484,487872,5898372,6837830,109229120,126626487,0.054,13.98,2.83,125685519
200,8848e96027fffff,phoenix,Tier 1 � Top 10%,0.6429,33.2769,-112.2547,211.0,18.8,25.4,unknown,641475,65923704,23073296,327571,3960336,4591115,73339552,85020641,0.054,13.98,2.83,84379166
201,8848e96161fffff,phoenix,Tier 1 � Top 10%,0.6429,33.2557,-112.1852,211.0,17.8,23.8,unknown,608333,62417124,21845993,310147,3749680,4346906,69438512,80498267,0.054,13.98,2.83,79889934
202,8829b6cf55fffff,phoenix,Tier 1 � Top 10%,0.6429,33.7721,-112.0575,210.2,25.2,36.0,unknown,850752,88365816,30928036,439085,5308535,6154047,98306208,113963838,0.054,13.98,2.83,113113086
203,8848eb3409fffff,phoenix,Tier 1 � Top 10%,0.6429,33.651,-111.755,210.6,26.0,37.2,unknown,876772,91171080,31909878,453024,5477060,6349414,101427040,117581738,0.054,13.98,2.83,116704966
204,8848ebb1a9fffff,phoenix,Tier 1 � Top 10%,0.6425,33.2272,-111.7224,211.4,28.1,40.9,unknown,1067575,98534898,34487214,489614,5919438,6862251,109619224,127078724,0.054,13.98,2.83,126011149
205,8829b6cf09fffff,phoenix,Tier 1 � Top 10%,0.6425,33.7736,-112.0469,210.2,25.4,36.3,unknown,857326,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,114010987
206,8848eb355dfffff,phoenix,Tier 1 � Top 10%,0.6425,33.6515,-111.695,210.6,28.7,41.8,unknown,963373,100638846,35223596,500069,6045832,7008776,111959848,129792149,0.054,13.98,2.83,128828776
207,8848e962c7fffff,phoenix,Tier 1 � Top 10%,0.642,33.2314,-112.3546,211.0,24.9,35.5,unknown,841047,87313842,30559845,433858,5245338,6080785,97135896,112607126,0.054,13.98,2.83,111766079
208,8829b6c485fffff,phoenix,Tier 1 � Top 10%,0.642,33.7994,-112.3036,210.0,30.2,44.4,unknown,1011005,105898716,37064551,526205,6361816,7375088,117811408,136575711,0.054,13.98,2.83,135564706
209,8848ebb199fffff,phoenix,Tier 1 � Top 10%,0.642,33.2281,-111.7716,211.3,26.0,37.3,unknown,1708954,91171080,31909878,453024,5477060,6349414,101427040,117581738,0.054,13.98,2.83,115872784
210,8848e961b3fffff,phoenix,Tier 1 � Top 10%,0.642,33.3459,-112.2629,210.8,15.9,20.9,unknown,544972,55754622,19514118,277042,3349433,3882911,62026536,71905755,0.054,13.98,2.83,71360783
211,8848ebacebfffff,phoenix,Tier 1 � Top 10%,0.642,33.5292,-111.7915,210.8,20.2,27.7,unknown,887810,70832916,24791521,351965,4255254,4933006,78801008,91351966,0.054,13.98,2.83,90464155
212,8848ebb62dfffff,phoenix,Tier 1 � Top 10%,0.642,33.1976,-111.9344,211.3,22.1,30.8,unknown,750052,77495418,27123396,385070,4655501,5397002,86212984,99944477,0.054,13.98,2.83,99194425
213,8848e962a9fffff,phoenix,Tier 1 � Top 10%,0.642,33.2496,-112.3365,211.0,23.4,32.9,unknown,792464,82053972,28718890,407722,4929354,5714472,91284336,105823564,0.054,13.98,2.83,105031100
214,8848eba309fffff,phoenix,Tier 1 � Top 10%,0.642,33.2742,-111.7205,211.3,26.5,38.1,unknown,1489035,92924370,32523530,461736,5582388,6471518,103377560,119842925,0.054,13.98,2.83,118353890
215,8848eb26dbfffff,phoenix,Tier 1 � Top 10%,0.642,33.8005,-111.8552,210.3,30.0,44.1,unknown,1004670,105197400,36819090,522720,6319685,7326247,117031200,135671236,0.054,13.98,2.83,134666566
216,8848e96b53fffff,phoenix,Tier 1 � Top 10%,0.6417,33.2844,-112.0928,211.1,14.2,18.3,unknown,487969,49793436,17427703,247421,2991317,3467757,55394768,64217718,0.054,13.98,2.83,63729750
217,8848ebb0b3fffff,phoenix,Tier 1 � Top 10%,0.6417,33.2443,-111.8237,211.3,23.1,32.5,unknown,2839660,81001998,28350699,402494,4866157,5641210,90114024,104466852,0.054,13.98,2.83,101627192
218,8829b6c5e9fffff,phoenix,Tier 1 � Top 10%,0.6417,33.7881,-112.2193,210.1,27.7,40.1,unknown,931357,97132266,33996293,482645,5835176,6764568,108058808,125269775,0.054,13.98,2.83,124338418
219,8848eba409fffff,phoenix,Tier 1 � Top 10%,0.6415,33.4077,-111.9371,210.9,11.0,13.5,unknown,3001845,38572380,13500333,191664,2317218,2686290,42911440,49746120,0.054,13.98,2.83,46744275
220,8829b6cae3fffff,phoenix,Tier 1 � Top 10%,0.6414,33.7289,-111.9779,210.3,23.1,32.4,unknown,782674,81001998,28350699,402494,4866157,5641210,90114024,104466852,0.054,13.98,2.83,103684178
221,8829b6d8b7fffff,phoenix,Tier 1 � Top 10%,0.6414,33.66,-111.9699,210.5,18.8,25.4,unknown,641456,65923704,23073296,327571,3960336,4591115,73339552,85020641,0.054,13.98,2.83,84379185
222,8848ebb1a7fffff,phoenix,Tier 1 � Top 10%,0.6414,33.2438,-111.7147,211.3,27.8,40.4,unknown,1140773,97482924,34119023,484387,5856241,6788989,108448912,125722012,0.054,13.98,2.83,124581239
223,8848ebb1e9fffff,phoenix,Tier 1 � Top 10%,0.6414,33.2036,-111.7233,211.4,29.1,42.5,unknown,976130,102041478,35714517,507038,6130094,7106459,113520264,131601099,0.054,13.98,2.83,130624969
224,8848ebb181fffff,phoenix,Tier 1 � Top 10%,0.6414,33.2242,-111.7436,211.3,27.3,39.5,unknown,1278322,95729634,33505372,475675,5750913,6666885,106498392,123460825,0.054,13.98,2.83,122182502
225,8848ebb699fffff,phoenix,Tier 1 � Top 10%,0.6409,33.2449,-112.0416,211.1,17.1,22.8,unknown,584974,59962518,20986881,297950,3602220,4175961,66707784,77332605,0.054,13.98,2.83,76747631
226,8848ebba99fffff,phoenix,Tier 1 � Top 10%,0.6409,33.2384,-111.6973,211.3,28.8,42.1,unknown,966442,100989504,35346326,501811,6066897,7033197,112349952,130244387,0.054,13.98,2.83,129277945
227,8848eb35c1fffff,phoenix,Tier 1 � Top 10%,0.6409,33.6941,-111.7251,210.5,28.9,42.3,unknown,969537,101340162,35469057,503554,6087963,7057618,112740056,130696624,0.054,13.98,2.83,129727087
228,8848ebb1c7fffff,phoenix,Tier 1 � Top 10%,0.6409,33.209,-111.7407,211.4,28.1,40.8,unknown,1037845,98534898,34487214,489614,5919438,6862251,109619224,127078724,0.054,13.98,2.83,126040879
229,8848ebb197fffff,phoenix,Tier 1 � Top 10%,0.6409,33.2448,-111.7639,211.3,25.6,36.6,unknown,1959603,89768448,31418957,446054,5392798,6251731,99866624,115772788,0.054,13.98,2.83,113813185
230,8829b6ce6dfffff,phoenix,Tier 1 � Top 10%,0.6409,33.7525,-112.0865,210.2,23.9,33.8,unknown,808633,83807262,29332542,416434,5034682,5836577,93234856,108084751,0.054,13.98,2.83,107276119
231,8848eba1e9fffff,phoenix,Tier 1 � Top 10%,0.6404,33.3682,-111.7168,211.1,24.2,34.3,unknown,2291256,84859236,29700733,421661,5097879,5909839,94405168,109441464,0.054,13.98,2.83,107150208
232,8848ebba9bfffff,phoenix,Tier 1 � Top 10%,0.6404,33.2453,-111.7041,211.3,28.2,41.1,unknown,1015990,98885556,34609945,491357,5940504,6886672,110009328,127530962,0.054,13.98,2.83,126514972
233,8848e96e63fffff,phoenix,Tier 1 � Top 10%,0.6404,33.3581,-112.2871,210.8,16.7,22.2,unknown,607563,58559886,20495960,290981,3517958,4078277,65147368,75523655,0.054,13.98,2.83,74916092
234,8848ebb45bfffff,phoenix,Tier 1 � Top 10%,0.6404,33.2387,-111.975,211.2,18.6,25.1,unknown,661193,65222388,22827836,324086,3918205,4542273,72559344,84116166,0.054,13.98,2.83,83454974
235,8848e962adfffff,phoenix,Tier 1 � Top 10%,0.6404,33.2512,-112.3259,211.0,22.9,32.1,unknown,776173,80300682,28105239,399010,4824026,5592368,89333816,103562377,0.054,13.98,2.83,102786204
236,8829b6c52dfffff,phoenix,Tier 1 � Top 10%,0.6404,33.7654,-112.1601,210.2,25.3,36.1,unknown,854027,88716474,31050766,440827,5329601,6178468,98696312,114416076,0.054,13.98,2.83,113562049
237,8829b6ce35fffff,phoenix,Tier 1 � Top 10%,0.6404,33.7964,-112.1061,210.1,26.9,38.8,unknown,905615,94327002,33014451,468706,5666651,6569201,104937976,121651875,0.054,13.98,2.83,120746260
238,8829b6d0e9fffff,phoenix,Tier 1 � Top 10%,0.6404,33.5285,-112.1298,210.6,8.7,10.3,unknown,887069,30507246,10677536,151589,1832709,2124612,33939048,39344658,0.054,13.98,2.83,38457589
239,8848ebb1d1fffff,phoenix,Tier 1 � Top 10%,0.6401,33.2129,-111.7686,211.4,26.8,38.6,unknown,1362378,93976344,32891720,466963,5645585,6544780,104547872,121199638,0.054,13.98,2.83,119837260
240,8848e978a9fffff,phoenix,Tier 1 � Top 10%,0.6401,33.223,-112.1407,211.1,19.0,25.8,unknown,648033,66625020,23318757,331056,4002467,4639956,74119760,85925116,0.054,13.98,2.83,85277083
241,8848ebb0b5fffff,phoenix,Tier 1 � Top 10%,0.6401,33.2389,-111.8063,211.3,24.1,34.1,unknown,2473600,84508578,29578002,419918,5076813,5885418,94015064,108989226,0.054,13.98,2.83,106515626
