rank,h3_index,city,tier,opportunity_score,lat,lon,h3_cell_acres,project_acres,dist_to_center_km,property_type,land_value_current,total_dev_cost,equity_required,buildable_sqft,noi_year1,noi_year5,stabilised_value,exit_value_yr5,exit_cap_rate,est_irr_pct,equity_multiple,value_uplift
242,8848eba8bbfffff,phoenix,Tier 1 � Top 10%,0.6398,33.4794,-111.6455,211.0,27.5,39.9,unknown,924825,96430950,33750832,479160,5793044,6715726,107278600,124365300,0.054,13.98,2.83,123440475
243,8848eba103fffff,phoenix,Tier 1 � Top 10%,0.6398,33.3477,-111.6965,211.2,25.7,36.8,unknown,1836111,90119106,31541687,447797,5413863,6276151,100256728,116225026,0.054,13.98,2.83,114388915
244,8848e9793bfffff,phoenix,Tier 1 � Top 10%,0.6398,33.2047,-112.05,211.2,19.9,27.2,unknown,677794,69780942,24423330,346738,4192058,4859744,77630696,89995253,0.054,13.98,2.83,89317459
245,8848ebb193fffff,phoenix,Tier 1 � Top 10%,0.6398,33.2433,-111.7745,211.3,25.2,36.0,unknown,2120630,88365816,30928036,439085,5308535,6154047,98306208,113963838,0.054,13.98,2.83,111843208
246,8848e96a21fffff,phoenix,Tier 1 � Top 10%,0.6398,33.2897,-112.1102,211.0,14.0,18.0,unknown,481264,49092120,17182242,243936,2949186,3418915,54614560,63313243,0.054,13.98,2.83,62831979
247,8829b6cebdfffff,phoenix,Tier 1 � Top 10%,0.6398,33.8357,-112.1576,210.0,29.8,43.8,unknown,998300,104496084,36573629,519235,6277554,7277405,116250992,134766761,0.054,13.98,2.83,133768461
248,8829b6c5a7fffff,phoenix,Tier 1 � Top 10%,0.6394,33.8282,-112.2108,210.0,30.0,44.1,unknown,1004670,105197400,36819090,522720,6319685,7326247,117031200,135671236,0.054,13.98,2.83,134666566
249,8848e96b47fffff,phoenix,Tier 1 � Top 10%,0.6394,33.2737,-112.0581,211.1,15.0,19.5,unknown,514860,52598700,18409545,261360,3159842,3663123,58515600,67835618,0.054,13.98,2.83,67320758
250,8848ebb685fffff,phoenix,Tier 1 � Top 10%,0.6394,33.2425,-112.003,211.2,17.8,23.8,unknown,608315,62417124,21845993,310147,3749680,4346906,69438512,80498267,0.054,13.98,2.83,79889952
251,8829b6ced7fffff,phoenix,Tier 1 � Top 10%,0.6394,33.8161,-112.1865,210.1,28.9,42.2,unknown,969682,101340162,35469057,503554,6087963,7057618,112740056,130696624,0.054,13.98,2.83,129726942
252,8848eba03bfffff,phoenix,Tier 1 � Top 10%,0.6394,33.3526,-111.7738,211.1,21.5,29.8,unknown,5093565,75391470,26387014,374616,4529107,5250477,83872360,97231052,0.054,13.98,2.83,92137487
253,8848e9752dfffff,phoenix,Tier 1 � Top 10%,0.639,33.1927,-112.3524,211.1,26.7,38.4,unknown,899229,93625686,32768990,465221,5624519,6520360,104157768,120747400,0.054,13.98,2.83,119848171
254,8829b6c18dfffff,phoenix,Tier 1 � Top 10%,0.639,33.7169,-112.0631,210.3,21.6,29.9,unknown,733730,75742128,26509745,376358,4550173,5274898,84262464,97683290,0.054,13.98,2.83,96949560
255,8848ebad3bfffff,phoenix,Tier 1 � Top 10%,0.639,33.5273,-111.6929,210.8,25.5,36.4,unknown,860548,89417790,31296227,444312,5371732,6227310,99476520,115320551,0.054,13.98,2.83,114460002
256,8848ebb605fffff,phoenix,Tier 1 � Top 10%,0.639,33.1946,-111.9556,211.3,21.8,30.3,unknown,740219,76443444,26755205,379843,4592304,5323739,85042672,98587765,0.054,13.98,2.83,97847546
257,8829b6ced3fffff,phoenix,Tier 1 � Top 10%,0.639,33.8146,-112.1972,210.1,28.9,42.3,unknown,969566,101340162,35469057,503554,6087963,7057618,112740056,130696624,0.054,13.98,2.83,129727058
258,8829b6c9a1fffff,phoenix,Tier 1 � Top 10%,0.6387,33.8141,-111.8688,210.2,30.5,44.9,unknown,1020591,106950690,37432741,531432,6425013,7448351,118981720,137932423,0.054,13.98,2.83,136911832
259,8829b6cad7fffff,phoenix,Tier 1 � Top 10%,0.6385,33.7312,-112.0167,210.3,22.8,31.9,unknown,772920,79950024,27982508,397267,4802960,5567948,88943712,103110139,0.054,13.98,2.83,102337219
260,8848eb26c9fffff,phoenix,Tier 1 � Top 10%,0.6385,33.7814,-111.8241,210.3,29.8,43.7,unknown,998389,104496084,36573629,519235,6277554,7277405,116250992,134766761,0.054,13.98,2.83,133768372
261,8848ebade9fffff,phoenix,Tier 1 � Top 10%,0.6385,33.5327,-111.7103,210.8,24.6,35.0,unknown,831357,86261868,30191654,428630,5182142,6007522,95965584,111250414,0.054,13.98,2.83,110419057
262,8848ebb195fffff,phoenix,Tier 1 � Top 10%,0.6385,33.2379,-111.7571,211.3,26.2,37.6,unknown,1702764,91872396,32155339,456509,5519191,6398255,102207248,118486213,0.054,13.98,2.83,116783449
263,8848ebb0b9fffff,phoenix,Tier 1 � Top 10%,0.6385,33.2291,-111.8207,211.3,24.0,33.9,unknown,2219832,84157920,29455272,418176,5055748,5860997,93624960,108536989,0.054,13.98,2.83,106317157
264,8848e96a49fffff,phoenix,Tier 1 � Top 10%,0.6385,33.2465,-112.1399,211.1,17.4,23.3,unknown,594976,61014492,21355072,303178,3665417,4249223,67878096,78689317,0.054,13.98,2.83,78094341
265,8848eba329fffff,phoenix,Tier 1 � Top 10%,0.6385,33.2855,-111.6955,211.3,27.3,39.5,unknown,1210373,95729634,33505372,475675,5750913,6666885,106498392,123460825,0.054,13.98,2.83,122250452
266,8848e96235fffff,phoenix,Tier 1 � Top 10%,0.638,33.2239,-112.2987,211.0,23.1,32.5,unknown,782582,81001998,28350699,402494,4866157,5641210,90114024,104466852,0.054,13.98,2.83,103684270
267,8848eb3547fffff,phoenix,Tier 1 � Top 10%,0.638,33.6545,-111.6737,210.6,29.7,43.6,unknown,995098,104145426,36450899,517493,6256488,7252984,115860888,134314524,0.054,13.98,2.83,133319425
268,8829b6ca91fffff,phoenix,Tier 1 � Top 10%,0.638,33.7464,-112.0196,210.3,23.7,33.5,unknown,802126,83105946,29087081,412949,4992551,5787735,92454648,107180276,0.054,13.98,2.83,106378150
269,8848ebb087fffff,phoenix,Tier 1 � Top 10%,0.638,33.2222,-111.814,211.3,24.6,34.9,unknown,1961235,86261868,30191654,428630,5182142,6007522,95965584,111250414,0.054,13.98,2.83,109289179
270,8829b6cc11fffff,phoenix,Tier 1 � Top 10%,0.6379,33.8418,-112.115,210.1,29.9,43.9,unknown,1001500,104846742,36696360,520978,6298619,7301826,116641096,135218999,0.054,13.98,2.83,134217498
271,8829b6cc57fffff,phoenix,Tier 1 � Top 10%,0.6376,33.8266,-112.112,210.1,28.9,42.2,unknown,969653,101340162,35469057,503554,6087963,7057618,112740056,130696624,0.054,13.98,2.83,129726971
272,8848e96101fffff,phoenix,Tier 1 � Top 10%,0.6376,33.2678,-112.2094,211.0,17.7,23.7,unknown,604986,62066466,21723263,308405,3728614,4322486,69048408,80046029,0.054,13.98,2.83,79441043
273,8848e96b43fffff,phoenix,Tier 1 � Top 10%,0.637,33.2722,-112.0687,211.1,15.1,19.6,unknown,518232,52949358,18532275,263102,3180908,3687544,58905704,68287855,0.054,13.98,2.83,67769623
274,8848e979e1fffff,phoenix,Tier 1 � Top 10%,0.637,33.2184,-112.0636,211.2,18.9,25.6,unknown,644774,66274362,23196027,329314,3981401,4615535,73729656,85472879,0.054,13.98,2.83,84828105
275,8829b6cf57fffff,phoenix,Tier 1 � Top 10%,0.637,33.7789,-112.0643,210.2,25.7,36.8,unknown,866990,90119106,31541687,447797,5413863,6276151,100256728,116225026,0.054,13.98,2.83,115358036
276,8848eba61bfffff,phoenix,Tier 1 � Top 10%,0.637,33.3684,-111.9948,211.0,9.6,11.5,unknown,763958,33663168,11782109,167270,2022299,2344399,37449984,43414796,0.054,13.98,2.83,42650837
277,8848e96e6dfffff,phoenix,Tier 1 � Top 10%,0.637,33.3444,-112.2735,210.8,16.5,21.8,unknown,565010,57858570,20250499,287496,3475827,4029436,64367160,74619180,0.054,13.98,2.83,74054170
278,8829b6c923fffff,phoenix,Tier 1 � Top 10%,0.637,33.7731,-111.828,210.3,29.2,42.7,unknown,979251,102392136,35837248,508781,6151160,7130880,113910368,132053336,0.054,13.98,2.83,131074085
279,8848ebb1abfffff,phoenix,Tier 1 � Top 10%,0.637,33.234,-111.7291,211.3,27.5,39.9,unknown,1227215,96430950,33750832,479160,5793044,6715726,107278600,124365300,0.054,13.98,2.83,123138085
280,8848eba00bfffff,phoenix,Tier 1 � Top 10%,0.637,33.329,-111.7747,211.1,22.1,30.8,unknown,4049471,77495418,27123396,385070,4655501,5397002,86212984,99944477,0.054,13.98,2.83,95895006
281,8829b6cf31fffff,phoenix,Tier 1 � Top 10%,0.637,33.8054,-112.0422,210.2,27.5,39.8,unknown,924908,96430950,33750832,479160,5793044,6715726,107278600,124365300,0.054,13.98,2.83,123440392
282,8848e96e05fffff,phoenix,Tier 1 � Top 10%,0.637,33.3649,-112.2939,210.8,16.9,22.4,unknown,724621,59261202,20741421,294466,3560089,4127119,65927576,76428130,0.054,13.98,2.83,75703508
283,8829b6ca47fffff,phoenix,Tier 1 � Top 10%,0.637,33.6713,-111.9448,210.5,20.1,27.5,unknown,684385,70482258,24668790,350222,4234189,4908585,78410904,90899728,0.054,13.98,2.83,90215343
284,8829b6ce57fffff,phoenix,Tier 1 � Top 10%,0.637,33.7684,-112.1388,210.2,25.3,36.1,unknown,854077,88716474,31050766,440827,5329601,6178468,98696312,114416076,0.054,13.98,2.83,113561998
285,8848e96e61fffff,phoenix,Tier 1 � Top 10%,0.6364,33.3513,-112.2803,210.8,16.6,22.0,unknown,568351,58209228,20373230,289238,3496892,4053857,64757264,75071417,0.054,13.98,2.83,74503066
286,8829b6cae7fffff,phoenix,Tier 1 � Top 10%,0.6364,33.7304,-111.9673,210.3,23.4,32.9,unknown,792488,82053972,28718890,407722,4929354,5714472,91284336,105823564,0.054,13.98,2.83,105031076
287,8848eba365fffff,phoenix,Tier 1 � Top 10%,0.6364,33.2717,-111.6819,211.3,28.4,41.4,unknown,953672,99586872,34855405,494842,5982635,6935514,110789536,128435437,0.054,13.98,2.83,127481765
288,8829b6c1b7fffff,phoenix,Tier 1 � Top 10%,0.6364,33.7555,-112.0652,210.2,24.2,34.2,unknown,818541,84859236,29700733,421661,5097879,5909839,94405168,109441464,0.054,13.98,2.83,108622923
289,8829b6db25fffff,phoenix,Tier 1 � Top 10%,0.6364,33.5453,-111.8438,210.7,17.8,23.9,unknown,1592602,62417124,21845993,310147,3749680,4346906,69438512,80498267,0.054,13.98,2.83,78905665
290,8829b6ca31fffff,phoenix,Tier 1 � Top 10%,0.6364,33.7099,-111.9469,210.4,22.5,31.4,unknown,763155,78898050,27614318,392040,4739764,5494685,87773400,101753427,0.054,13.98,2.83,100990272
291,8829b6cf2bfffff,phoenix,Tier 1 � Top 10%,0.6364,33.7918,-112.0285,210.2,26.7,38.4,unknown,899256,93625686,32768990,465221,5624519,6520360,104157768,120747400,0.054,13.98,2.83,119848144
292,8829b6d8a7fffff,phoenix,Tier 1 � Top 10%,0.6364,33.6478,-111.9457,210.5,18.6,25.2,unknown,634799,65222388,22827836,324086,3918205,4542273,72559344,84116166,0.054,13.98,2.83,83481367
293,8829b6cf0dfffff,phoenix,Tier 1 � Top 10%,0.6364,33.7751,-112.0362,210.2,25.5,36.5,unknown,860472,89417790,31296227,444312,5371732,6227310,99476520,115320551,0.054,13.98,2.83,114460079
294,8848ebac17fffff,phoenix,Tier 1 � Top 10%,0.636,33.5155,-111.778,210.8,20.7,28.5,unknown,764762,72586206,25405172,360677,4360583,5055110,80751528,93613153,0.054,13.98,2.83,92848391
295,8848e96a1dfffff,phoenix,Tier 1 � Top 10%,0.636,33.2837,-112.1526,211.0,15.1,19.7,unknown,518172,52949358,18532275,263102,3180908,3687544,58905704,68287855,0.054,13.98,2.83,67769684
296,8829b6cf01fffff,phoenix,Tier 1 � Top 10%,0.636,33.7819,-112.043,210.2,26.0,37.2,unknown,876746,91171080,31909878,453024,5477060,6349414,101427040,117581738,0.054,13.98,2.83,116704992
297,8848e96123fffff,phoenix,Tier 1 � Top 10%,0.636,33.286,-112.1912,211.0,16.0,21.1,unknown,548304,56105280,19636848,278784,3370499,3907332,62416640,72357993,0.054,13.98,2.83,71809689
298,8848e96215fffff,phoenix,Tier 1 � Top 10%,0.6356,33.2125,-112.3237,211.0,24.6,35.0,unknown,831332,86261868,30191654,428630,5182142,6007522,95965584,111250414,0.054,13.98,2.83,110419081
299,8848e96d4dfffff,phoenix,Tier 1 � Top 10%,0.6356,33.402,-112.1977,210.8,10.3,12.6,unknown,665504,36117774,12641221,179467,2169758,2515345,40180712,46580458,0.054,13.98,2.83,45914954
300,8829b6cc59fffff,phoenix,Tier 1 � Top 10%,0.6356,33.81,-112.1197,210.1,27.8,40.4,unknown,934414,97482924,34119023,484387,5856241,6788989,108448912,125722012,0.054,13.98,2.83,124787598
301,8848ebb6cbfffff,phoenix,Tier 1 � Top 10%,0.6356,33.216,-112.025,211.2,19.3,26.2,unknown,657995,67676994,23686948,336283,4065664,4713219,75290072,87281829,0.054,13.98,2.83,86623834
302,8829b6c1b1fffff,phoenix,Tier 1 � Top 10%,0.6356,33.7472,-112.069,210.3,23.6,33.2,unknown,798978,82755288,28964351,411206,4971485,5763314,92064544,106728039,0.054,13.98,2.83,105929061
303,8848eb26cdfffff,phoenix,Tier 1 � Top 10%,0.6356,33.7829,-111.8135,210.3,30.1,44.3,unknown,1007778,105548058,36941820,524462,6340750,7350668,117421304,136123473,0.054,13.98,2.83,135115695
304,8829b6c2b7fffff,phoenix,Tier 1 � Top 10%,0.6356,33.6867,-112.1664,210.3,20.3,27.9,unknown,736931,71183574,24914251,353707,4276320,4957427,79191112,91804203,0.054,13.98,2.83,91067272
305,8848e96e65fffff,phoenix,Tier 1 � Top 10%,0.6352,33.3528,-112.2697,210.8,16.0,21.1,unknown,548320,56105280,19636848,278784,3370499,3907332,62416640,72357993,0.054,13.98,2.83,71809673
306,8848e97895fffff,phoenix,Tier 1 � Top 10%,0.6352,33.2337,-112.1755,211.1,19.0,25.7,unknown,648128,66625020,23318757,331056,4002467,4639956,74119760,85925116,0.054,13.98,2.83,85276988
307,8829b6cf5bfffff,phoenix,Tier 1 � Top 10%,0.6352,33.7691,-112.0788,210.2,25.1,35.7,unknown,847677,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,112663924
308,8848ebb1b1fffff,phoenix,Tier 1 � Top 10%,0.6352,33.2477,-111.7427,211.3,26.4,38.0,unknown,1622095,92573712,32400799,459994,5561323,6447097,102987456,119390688,0.054,13.98,2.83,117768593
309,8848e96d01fffff,phoenix,Tier 1 � Top 10%,0.6352,33.4323,-112.2036,210.7,10.1,12.2,unknown,710030,35416458,12395760,175982,2127627,2466503,39400504,45675983,0.054,13.98,2.83,44965953
310,8829b6c445fffff,phoenix,Tier 1 � Top 10%,0.6352,33.7284,-112.2567,210.2,24.9,35.4,unknown,841122,87313842,30559845,433858,5245338,6080785,97135896,112607126,0.054,13.98,2.83,111766004
311,8829b6d19dfffff,phoenix,Tier 1 � Top 10%,0.6346,33.5648,-112.0933,210.6,10.7,13.1,unknown,627427,37520406,13132142,186437,2254021,2613028,41741128,48389408,0.054,13.98,2.83,47761981
312,8848e96213fffff,phoenix,Tier 1 � Top 10%,0.6346,33.2178,-112.3411,211.0,25.1,35.7,unknown,847677,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,112663924
313,8848e961b1fffff,phoenix,Tier 1 � Top 10%,0.6346,33.3391,-112.2561,210.9,15.8,20.8,unknown,541592,55403964,19391387,275299,3328367,3858490,61636432,71453518,0.054,13.98,2.83,70911925
314,8848e96351fffff,phoenix,Tier 1 � Top 10%,0.6346,33.1981,-112.261,211.1,23.3,32.8,unknown,789148,81703314,28596160,405979,4908289,5690052,90894232,105371327,0.054,13.98,2.83,104582179
315,8829b6d689fffff,phoenix,Tier 1 � Top 10%,0.6346,33.5671,-112.3503,210.4,20.9,28.8,unknown,1154370,73287522,25650633,364162,4402714,5103952,81531736,94517628,0.054,13.98,2.83,93363258
316,8848e96045fffff,phoenix,Tier 1 � Top 10%,0.6346,33.2352,-112.2737,211.0,21.7,30.1,unknown,736954,76092786,26632475,378101,4571239,5299318,84652568,98135527,0.054,13.98,2.83,97398574
317,8848ebb0a5fffff,phoenix,Tier 1 � Top 10%,0.6346,33.2267,-111.7822,211.3,25.6,36.6,unknown,1804851,89768448,31418957,446054,5392798,6251731,99866624,115772788,0.054,13.98,2.83,113967937
318,8829b6c545fffff,phoenix,Tier 1 � Top 10%,0.6346,33.7389,-112.1822,210.2,23.9,33.8,unknown,808656,83807262,29332542,416434,5034682,5836577,93234856,108084751,0.054,13.98,2.83,107276095
319,8848e96103fffff,phoenix,Tier 1 � Top 10%,0.6346,33.2747,-112.2162,211.0,17.5,23.4,unknown,598325,61365150,21477802,304920,3686483,4273644,68268200,79141554,0.054,13.98,2.83,78543229
320,8829b6cd0dfffff,phoenix,Tier 1 � Top 10%,0.6346,33.8333,-112.0094,210.1,29.5,43.2,unknown,988781,103444110,36205438,514008,6214357,7204143,115080680,133410049,0.054,13.98,2.83,132421268
321,8829b6c0c1fffff,phoenix,Tier 1 � Top 10%,0.6341,33.6898,-112.1452,210.3,20.1,27.6,unknown,684304,70482258,24668790,350222,4234189,4908585,78410904,90899728,0.054,13.98,2.83,90215424
322,8848ebb0e3fffff,phoenix,Tier 1 � Top 10%,0.6341,33.2085,-111.8004,211.3,25.7,36.8,unknown,1510209,90119106,31541687,447797,5413863,6276151,100256728,116225026,0.054,13.98,2.83,114714816
323,8848eb26d1fffff,phoenix,Tier 1 � Top 10%,0.6341,33.8019,-111.8445,210.3,30.3,44.7,unknown,1014111,106249374,37187281,527947,6382882,7399509,118201512,137027948,0.054,13.98,2.83,136013838
324,8848eb3469fffff,phoenix,Tier 1 � Top 10%,0.6341,33.6388,-111.7308,210.6,26.5,38.2,unknown,892706,92924370,32523530,461736,5582388,6471518,103377560,119842925,0.054,13.98,2.83,118950220
325,8829b6c75bfffff,phoenix,Tier 1 � Top 10%,0.6341,33.6898,-112.2545,210.3,22.6,31.6,unknown,982851,79248708,27737048,393782,4760829,5519106,88163504,102205664,0.054,13.98,2.83,101222813
326,8829b6ca33fffff,phoenix,Tier 1 � Top 10%,0.6336,33.7167,-111.9537,210.4,22.8,31.9,unknown,772966,79950024,27982508,397267,4802960,5567948,88943712,103110139,0.054,13.98,2.83,102337174
327,8848e97985fffff,phoenix,Tier 1 � Top 10%,0.6336,33.232,-112.0772,211.1,17.9,24.1,unknown,611589,62767782,21968724,311890,3770745,4371327,69828616,80950504,0.054,13.98,2.83,80338915
328,8848e96b0bfffff,phoenix,Tier 1 � Top 10%,0.6336,33.2874,-112.0716,211.1,13.9,17.9,unknown,477854,48741462,17059512,242194,2928121,3394494,54224456,62861006,0.054,13.98,2.83,62383152
329,8829b6c5e7fffff,phoenix,Tier 1 � Top 10%,0.6336,33.8048,-112.2117,210.1,28.5,41.6,unknown,956802,99937530,34978135,496584,6003701,6959934,111179640,128887674,0.054,13.98,2.83,127930872
330,8848e961c7fffff,phoenix,Tier 1 � Top 10%,0.6336,33.3005,-112.2539,210.9,17.5,23.4,unknown,598290,61365150,21477802,304920,3686483,4273644,68268200,79141554,0.054,13.98,2.83,78543264
331,8848eb3737fffff,phoenix,Tier 1 � Top 10%,0.6332,33.6432,-111.6989,210.6,28.2,41.0,unknown,947351,98885556,34609945,491357,5940504,6886672,110009328,127530962,0.054,13.98,2.83,126583611
332,8829b6c913fffff,phoenix,Tier 1 � Top 10%,0.6332,33.774,-111.8774,210.3,27.9,40.5,unknown,937663,97833582,34241754,486130,5877307,6813409,108839016,126174250,0.054,13.98,2.83,125236586
333,8848e96e89fffff,phoenix,Tier 1 � Top 10%,0.6332,33.4028,-112.3559,210.7,19.5,26.6,unknown,2345577,68378310,23932408,339768,4107795,4762060,76070280,88186303,0.054,13.98,2.83,85840726
334,8829b6c19dfffff,phoenix,Tier 1 � Top 10%,0.6328,33.729,-112.0873,210.3,22.3,31.2,unknown,756483,78196734,27368857,388555,4697632,5445843,86993192,100848952,0.054,13.98,2.83,100092469
335,8848e96049fffff,phoenix,Tier 1 � Top 10%,0.6328,33.2254,-112.2881,211.0,22.7,31.8,unknown,769621,79599366,27859778,395525,4781895,5543527,88553608,102657902,0.054,13.98,2.83,101888281
336,8829b6cf27fffff,phoenix,Tier 1 � Top 10%,0.6328,33.8016,-112.0141,210.2,27.4,39.7,unknown,921681,96080292,33628102,477418,5771979,6691305,106888496,123913062,0.054,13.98,2.83,122991381
337,8848e96107fffff,phoenix,Tier 1 � Top 10%,0.6328,33.2762,-112.2056,211.0,17.1,22.7,unknown,585042,59962518,20986881,297950,3602220,4175961,66707784,77332605,0.054,13.98,2.83,76747562
338,8848e97935fffff,phoenix,Tier 1 � Top 10%,0.6328,33.2077,-112.0289,211.2,19.8,27.1,unknown,674467,69430284,24300599,344995,4170992,4835323,77240592,89543016,0.054,13.98,2.83,88868549
339,8848e97931fffff,phoenix,Tier 1 � Top 10%,0.6328,33.2062,-112.0394,211.2,19.8,27.1,unknown,674428,69430284,24300599,344995,4170992,4835323,77240592,89543016,0.054,13.98,2.83,88868588
340,8848eb26d9fffff,phoenix,Tier 1 � Top 10%,0.6328,33.7936,-111.8484,210.3,29.8,43.7,unknown,998360,104496084,36573629,519235,6277554,7277405,116250992,134766761,0.054,13.98,2.83,133768402
341,8848e96f51fffff,phoenix,Tier 1 � Top 10%,0.6328,33.3626,-112.2553,210.8,14.9,19.3,unknown,511502,52248042,18286815,259618,3138777,3638703,58125496,67383381,0.054,13.98,2.83,66871878
342,8848e96d55fffff,phoenix,Tier 1 � Top 10%,0.6327,33.4225,-112.218,210.7,11.1,13.7,unknown,576501,38923038,13623063,193406,2338283,2710711,43301544,50198357,0.054,13.98,2.83,49621857
343,8829b6d60bfffff,phoenix,Tier 1 � Top 10%,0.6322,33.5263,-112.3095,210.5,17.6,23.5,unknown,1215280,61715808,21600533,306662,3707548,4298065,68658304,79593792,0.054,13.98,2.83,78378512
344,8848e961a3fffff,phoenix,Tier 1 � Top 10%,0.6322,33.3338,-112.2387,210.9,15.2,19.9,unknown,521512,53300016,18655006,264845,3201974,3711965,59295808,68740093,0.054,13.98,2.83,68218581
345,8829b6c70dfffff,phoenix,Tier 1 � Top 10%,0.6322,33.6958,-112.212,210.3,21.8,30.3,unknown,847497,76443444,26755205,379843,4592304,5323739,85042672,98587765,0.054,13.98,2.83,97740268
346,8848ebb1bbfffff,phoenix,Tier 1 � Top 10%,0.6322,33.2463,-111.7533,211.3,26.0,37.3,unknown,1791062,91171080,31909878,453024,5477060,6349414,101427040,117581738,0.054,13.98,2.83,115790676
347,8848ebb0abfffff,phoenix,Tier 1 � Top 10%,0.6322,33.2237,-111.8034,211.3,24.9,35.4,unknown,1935875,87313842,30559845,433858,5245338,6080785,97135896,112607126,0.054,13.98,2.83,110671251
348,8848ebb089fffff,phoenix,Tier 1 � Top 10%,0.6322,33.2056,-111.8216,211.3,25.1,35.8,unknown,1516944,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,111994657
349,8848e978b5fffff,phoenix,Tier 1 � Top 10%,0.6322,33.245,-112.1505,211.1,17.7,23.7,unknown,604968,62066466,21723263,308405,3728614,4322486,69048408,80046029,0.054,13.98,2.83,79441061
350,8829b6ce99fffff,phoenix,Tier 1 � Top 10%,0.6322,33.8229,-112.1934,210.1,29.4,43.1,unknown,985576,103093452,36082708,512266,6193291,7179722,114690576,132957811,0.054,13.98,2.83,131972235
351,8829b6c921fffff,phoenix,Tier 1 � Top 10%,0.6322,33.7663,-111.8212,210.4,29.0,42.4,unknown,972834,101690820,35591787,505296,6109029,7082039,113130160,131148862,0.054,13.98,2.83,130176028
352,8848ebaf5dfffff,phoenix,Tier 1 � Top 10%,0.6322,33.4289,-111.7285,211.0,22.9,32.1,unknown,1263462,80300682,28105239,399010,4824026,5592368,89333816,103562377,0.054,13.98,2.83,102298915
353,8848e96d39fffff,phoenix,Tier 1 � Top 10%,0.6322,33.4475,-112.2066,210.7,10.1,12.3,unknown,689810,35416458,12395760,175982,2127627,2466503,39400504,45675983,0.054,13.98,2.83,44986173
354,8848eba249fffff,phoenix,Tier 1 � Top 10%,0.6316,33.2404,-111.7957,211.3,24.5,34.7,unknown,2392694,85911210,30068924,426888,5161076,5983102,95575480,110798176,0.054,13.98,2.83,108405482
355,8829b6c721fffff,phoenix,Tier 1 � Top 10%,0.6316,33.714,-112.1937,210.2,22.5,31.5,unknown,763020,78898050,27614318,392040,4739764,5494685,87773400,101753427,0.054,13.98,2.83,100990407
356,8848e9612dfffff,phoenix,Tier 1 � Top 10%,0.6316,33.2724,-112.1776,211.0,16.5,21.8,unknown,565026,57858570,20250499,287496,3475827,4029436,64367160,74619180,0.054,13.98,2.83,74054154
357,8848ebb1d7fffff,phoenix,Tier 1 � Top 10%,0.6316,33.2213,-111.7648,211.3,26.5,38.2,unknown,1477481,92924370,32523530,461736,5582388,6471518,103377560,119842925,0.054,13.98,2.83,118365444
358,8848e96343fffff,phoenix,Tier 1 � Top 10%,0.6316,33.1928,-112.2436,211.1,23.1,32.5,unknown,782628,81001998,28350699,402494,4866157,5641210,90114024,104466852,0.054,13.98,2.83,103684224
359,8848eba269fffff,phoenix,Tier 1 � Top 10%,0.6316,33.2517,-111.7706,211.3,25.1,35.7,unknown,2262388,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,111249212
360,8848ebb615fffff,phoenix,Tier 1 � Top 10%,0.6316,33.2068,-111.9797,211.2,20.6,28.3,unknown,700894,72235548,25282442,358934,4339517,5030689,80361424,93160915,0.054,13.98,2.83,92460021
361,8848e9621bfffff,phoenix,Tier 1 � Top 10%,0.6316,33.2094,-112.3449,211.0,25.6,36.6,unknown,863770,89768448,31418957,446054,5392798,6251731,99866624,115772788,0.054,13.98,2.83,114909018
362,8829b6ca8dfffff,phoenix,Tier 1 � Top 10%,0.6316,33.7274,-111.9886,210.3,22.8,32.0,unknown,772829,79950024,27982508,397267,4802960,5567948,88943712,103110139,0.054,13.98,2.83,102337311
363,8848ebb6d7fffff,phoenix,Tier 1 � Top 10%,0.6308,33.238,-112.0348,211.2,17.7,23.7,unknown,604986,62066466,21723263,308405,3728614,4322486,69048408,80046029,0.054,13.98,2.83,79441043
364,8829b6ca39fffff,phoenix,Tier 1 � Top 10%,0.6308,33.7016,-111.9507,210.4,21.9,30.4,unknown,743549,76794102,26877936,381586,4613370,5348160,85432776,99040002,0.054,13.98,2.83,98296454
365,8829b6c0bdfffff,phoenix,Tier 1 � Top 10%,0.6308,33.7298,-112.1367,210.2,22.7,31.8,unknown,769575,79599366,27859778,395525,4781895,5543527,88553608,102657902,0.054,13.98,2.83,101888327
366,8848ebb0b1fffff,phoenix,Tier 1 � Top 10%,0.6308,33.2374,-111.8169,211.3,23.7,33.5,unknown,2507981,83105946,29087081,412949,4992551,5787735,92454648,107180276,0.054,13.98,2.83,104672295
367,8848ebb18bfffff,phoenix,Tier 1 � Top 10%,0.6308,33.2227,-111.7542,211.3,27.0,38.9,unknown,1386342,94677660,33137181,470448,5687716,6593622,105328080,122104112,0.054,13.98,2.83,120717770
368,8829b6cf5dfffff,phoenix,Tier 1 � Top 10%,0.6308,33.7638,-112.0613,210.2,24.7,35.1,unknown,834662,86612526,30314384,430373,5203207,6031943,96355688,111702651,0.054,13.98,2.83,110867989
