rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier
596,88489e2223fffff,0.5956,207.8,13.7,NaN,0,0,30.2976,-97.6046,Tier 2 — Top 25%
597,88489e3699fffff,0.5954,208.2,11.7,residential,95755,9,30.2808,-97.8643,Tier 2 — Top 25%
598,884898cb05fffff,0.5953,208.2,13.7,residential,59225,9,30.3271,-97.8673,Tier 2 — Top 25%
599,88489eadc1fffff,0.5953,208.2,13.7,residential,58600,9,30.1453,-97.7635,Tier 2 — Top 25%
600,88489e3007fffff,0.5953,207.9,15.8,residential,49218,9,30.1814,-97.6126,Tier 2 — Top 25%
601,88489e2039fffff,0.5952,207.7,17.3,vacant,49144,0,30.3521,-97.5926,Tier 2 — Top 25%
602,88489e2047fffff,0.5951,207.7,15.8,NaN,0,0,30.3212,-97.5907,Tier 2 — Top 25%
603,88489e25ebfffff,0.5951,207.8,24.0,vacant,115626,0,30.4798,-97.6979,Tier 2 — Top 25%
604,88489e2589fffff,0.5951,207.8,24.6,vacant,103656,0,30.4870,-97.7138,Tier 2 — Top 25%
605,88489e2715fffff,0.5950,207.9,15.3,commercial,603946,16,30.4020,-97.7135,Tier 2 — Top 25%
606,88489e2209fffff,0.5949,207.9,11.0,residential,114544,9,30.2736,-97.6286,Tier 2 — Top 25%
607,88489e24d9fffff,0.5949,207.9,24.1,vacant,126795,0,30.4759,-97.8104,Tier 2 — Top 25%
608,884898cb69fffff,0.5948,208.2,12.0,residential,89311,9,30.3041,-97.8607,Tier 2 — Top 25%
609,884898c841fffff,0.5948,208.2,19.7,residential,49025,9,30.3561,-97.9204,Tier 2 — Top 25%
610,88489eac1dfffff,0.5947,208.3,17.5,residential,65596,9,30.1205,-97.8079,Tier 2 — Top 25%
611,88489e24bbfffff,0.5947,207.9,27.9,NaN,0,0,30.5153,-97.7873,Tier 2 — Top 25%
612,884898522bfffff,0.5946,208.1,30.0,NaN,0,0,30.4956,-97.9090,Tier 2 — Top 25%
613,88489e25c7fffff,0.5945,207.8,23.8,vacant,121037,0,30.4794,-97.7082,Tier 2 — Top 25%
614,88489e31b7fffff,0.5945,207.8,16.0,residential,49205,9,30.2599,-97.5767,Tier 2 — Top 25%
615,88489e2491fffff,0.5945,207.9,27.3,NaN,0,0,30.5071,-97.8021,Tier 2 — Top 25%
616,88489e2743fffff,0.5942,207.9,12.0,residential,349497,9,30.3712,-97.7115,Tier 2 — Top 25%
617,88489e26a3fffff,0.5942,207.9,21.3,residential,114828,9,30.4533,-97.7935,Tier 2 — Top 25%
618,88489e3481fffff,0.5941,208.1,9.2,residential,181766,9,30.3293,-97.8060,Tier 2 — Top 25%
619,884898c84dfffff,0.5940,208.2,18.8,residential,49068,9,30.3486,-97.9148,Tier 2 — Top 25%
620,884898c915fffff,0.5939,208.1,18.1,open_space,52070,0,30.3970,-97.8565,Tier 2 — Top 25%
621,88489eade9fffff,0.5939,208.2,13.5,residential,61934,9,30.1460,-97.7431,Tier 2 — Top 25%
622,88489e362dfffff,0.5938,208.1,5.5,residential,449986,9,30.2224,-97.7685,Tier 2 — Top 25%
623,88489e2e67fffff,0.5935,207.6,25.0,NaN,0,0,30.4377,-97.5724,Tier 2 — Top 25%
624,88489e2c47fffff,0.5935,207.5,29.6,NaN,0,0,30.4842,-97.5651,Tier 2 — Top 25%
625,88489e3197fffff,0.5931,207.8,13.7,residential,58617,9,30.2514,-97.6017,Tier 2 — Top 25%
626,88489e3523fffff,0.5931,207.9,7.2,residential,300744,9,30.2952,-97.6760,Tier 2 — Top 25%
627,88489e36a9fffff,0.5930,208.2,7.2,residential,295569,9,30.2748,-97.8178,Tier 2 — Top 25%
628,88489e34d1fffff,0.5929,208.1,10.3,residential,136199,9,30.3207,-97.8310,Tier 2 — Top 25%
629,884898ca55fffff,0.5927,208.3,21.9,NaN,0,0,30.3159,-97.9638,Tier 2 — Top 25%
630,88489e20e1fffff,0.5927,207.7,17.5,residential,75792,9,30.3747,-97.6094,Tier 2 — Top 25%
631,8848985143fffff,0.5927,207.9,30.3,NaN,0,0,30.5293,-97.8292,Tier 2 — Top 25%
632,88489e2625fffff,0.5926,207.9,14.0,commercial,480279,16,30.3934,-97.7385,Tier 2 — Top 25%
633,884898cb29fffff,0.5924,208.2,12.8,residential,72810,9,30.3275,-97.8571,Tier 2 — Top 25%
634,88489e3609fffff,0.5924,208.2,8.3,residential,223592,9,30.2134,-97.8037,Tier 2 — Top 25%
635,88489e323dfffff,0.5921,208.0,17.8,unknown,49117,12,30.1341,-97.6403,Tier 2 — Top 25%
636,88489e34adfffff,0.5921,208.0,7.7,residential,264238,9,30.3303,-97.7754,Tier 2 — Top 25%
637,88489e3545fffff,0.5921,208.0,5.4,residential,471630,9,30.2561,-97.6888,Tier 2 — Top 25%
638,88489e2417fffff,0.5919,207.9,21.7,residential,151343,9,30.4623,-97.7583,Tier 2 — Top 25%
639,884898512dfffff,0.5918,207.8,31.3,NaN,0,0,30.5461,-97.7893,Tier 2 — Top 25%
640,88489e2421fffff,0.5918,207.8,20.3,industrial,245435,12,30.4483,-97.7164,Tier 2 — Top 25%
641,884898526bfffff,0.5918,208.1,28.0,unknown,48618,12,30.4723,-97.9126,Tier 2 — Top 25%
642,88489e35ddfffff,0.5914,208.0,5.5,residential,456665,9,30.3156,-97.7540,Tier 2 — Top 25%
643,88489e3135fffff,0.5913,207.8,21.6,residential,48929,9,30.1996,-97.5321,Tier 2 — Top 25%
644,8848985065fffff,0.5913,208.0,31.1,NaN,0,0,30.5282,-97.8599,Tier 2 — Top 25%
645,88489e3757fffff,0.5912,208.1,4.9,multifamily,525448,20,30.2231,-97.7481,Tier 2 — Top 25%
646,88489e2edbfffff,0.5912,207.7,25.5,NaN,0,0,30.4883,-97.6729,Tier 2 — Top 25%
647,88489e260dfffff,0.5911,208.0,12.4,residential,244362,9,30.3770,-97.7681,Tier 2 — Top 25%
648,88489e21c9fffff,0.5911,207.7,19.8,vacant,49019,0,30.3606,-97.5676,Tier 2 — Top 25%
649,88489e36b5fffff,0.5910,208.1,8.5,commercial,214168,16,30.2977,-97.8244,Tier 2 — Top 25%
650,88489e3003fffff,0.5909,207.9,15.0,vacant,49254,0,30.1811,-97.6228,Tier 2 — Top 25%
651,88489e213bfffff,0.5908,207.6,23.3,NaN,0,0,30.3620,-97.5268,Tier 2 — Top 25%
652,88489e256bfffff,0.5908,207.7,19.5,residential,185907,9,30.4270,-97.6587,Tier 2 — Top 25%
653,884898c89dfffff,0.5907,208.2,29.1,NaN,0,0,30.4393,-97.9720,Tier 2 — Top 25%
654,88489e26adfffff,0.5906,207.9,19.4,residential,166981,9,30.4383,-97.7823,Tier 2 — Top 25%
655,88489e2241fffff,0.5905,207.9,11.1,vacant,111266,0,30.2582,-97.6276,Tier 2 — Top 25%
656,88489e2091fffff,0.5905,207.8,17.5,residential,186360,9,30.4041,-97.6522,Tier 2 — Top 25%
657,88489eac53fffff,0.5904,208.3,18.9,residential,89679,9,30.1122,-97.8227,Tier 2 — Top 25%
658,88489e30a1fffff,0.5903,207.9,11.3,industrial,106072,12,30.2349,-97.6313,Tier 2 — Top 25%
659,88489e36dbfffff,0.5902,208.3,12.5,vacant,78610,0,30.2650,-97.8735,Tier 2 — Top 25%
660,884898d9bbfffff,0.5902,208.3,16.9,NaN,0,0,30.2944,-97.9163,Tier 2 — Top 25%
661,884898ca61fffff,0.5901,208.3,18.3,NaN,0,0,30.3095,-97.9276,Tier 2 — Top 25%
662,88489e2c45fffff,0.5900,207.5,29.2,NaN,0,0,30.4767,-97.5595,Tier 2 — Top 25%
663,88489e35d1fffff,0.5899,208.0,6.4,residential,361482,9,30.3232,-97.7596,Tier 2 — Top 25%
664,884898ca13fffff,0.5897,208.3,24.0,NaN,0,0,30.3464,-97.9761,Tier 2 — Top 25%
665,884898c883fffff,0.5896,208.2,28.4,NaN,0,0,30.4396,-97.9617,Tier 2 — Top 25%
666,88489e25b1fffff,0.5895,207.7,28.1,NaN,0,0,30.5181,-97.7055,Tier 2 — Top 25%
667,88489e3131fffff,0.5893,207.8,20.7,residential,48974,9,30.1993,-97.5422,Tier 2 — Top 25%
668,88489eac83fffff,0.5890,208.3,13.8,residential,57606,9,30.1736,-97.8369,Tier 2 — Top 25%
669,88489e2765fffff,0.5890,207.8,13.6,residential,219544,9,30.3726,-97.6706,Tier 2 — Top 25%
670,88489e3751fffff,0.5890,208.1,5.9,commercial,416769,16,30.2152,-97.7527,Tier 2 — Top 25%
671,884898cae9fffff,0.5889,208.3,24.0,NaN,0,0,30.3542,-97.9715,Tier 2 — Top 25%
672,88489e3499fffff,0.5889,208.1,11.5,open_space,102314,0,30.3361,-97.8320,Tier 2 — Top 25%
673,88489eac93fffff,0.5889,208.3,14.1,residential,52709,9,30.1883,-97.8583,Tier 2 — Top 25%
674,88489e3639fffff,0.5889,208.2,6.4,open_space,360361,0,30.2367,-97.8000,Tier 2 — Top 25%
675,88489e309bfffff,0.5888,208.0,6.1,residential,394455,9,30.2407,-97.6878,Tier 2 — Top 25%
676,88489e36a3fffff,0.5887,208.1,7.7,NaN,0,0,30.2902,-97.8188,Tier 2 — Top 25%
677,884898c831fffff,0.5887,208.2,22.2,residential,48900,9,30.4027,-97.9132,Tier 2 — Top 25%
678,88489e240dfffff,0.5885,207.9,18.4,residential,333355,9,30.4321,-97.7358,Tier 2 — Top 25%
679,8848985a25fffff,0.5882,207.7,32.3,NaN,0,0,30.5565,-97.7131,Tier 2 — Top 25%
680,8848985145fffff,0.5882,207.9,29.1,NaN,0,0,30.5221,-97.8134,Tier 2 — Top 25%
681,8848985107fffff,0.5882,207.9,32.5,NaN,0,0,30.5529,-97.8154,Tier 2 — Top 25%
