rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier,developable,developable_frac,exclusion_reasons,feature_completeness,boundary_dist_km,boundary_rings,edge_flagged,score_raw
215,88489e35adfffff,0.7691131498470948,207.9,8.2,residential,231172,9,30.3328,-97.7039,Tier 2 — Top 25%,True,1.0,,1.0,25.915295999999714,28,False,0.6504
216,8848985165fffff,0.7675840978593272,207.8,29.6,,0,0,30.5307,-97.7883,Tier 2 — Top 25%,True,0.5908,water,1.0,13.280475999999895,14,False,0.6502
217,88489e2059fffff,0.7660550458715596,207.8,13.1,residential,68176,9,30.3202,-97.6213,Tier 2 — Top 25%,True,1.0,,1.0,21.26546626240862,23,False,0.6495
218,88489e22a1fffff,0.7637614678899083,207.8,13.1,industrial,89519,12,30.3428,-97.6381,Tier 2 — Top 25%,True,1.0,,1.0,22.874555413014637,24,False,0.6491
219,88489e35e7fffff,0.7637614678899083,207.9,7.2,commercial,295504,16,30.3249,-97.7085,Tier 2 — Top 25%,True,1.0,,1.0,25.035867999999788,27,False,0.6491
220,88489e30d3fffff,0.7614678899082569,208.0,7.1,residential,302253,9,30.2252,-97.6869,Tier 2 — Top 25%,True,0.9962,water,1.0,13.937263999999947,15,False,0.649
222,88489eadadfffff,0.7599388379204893,208.1,10.9,residential,117227,9,30.1697,-97.7293,Tier 2 — Top 25%,True,1.0,,1.0,7.759003999999713,8,False,0.6484
223,88489e22b5fffff,0.7584097859327217,207.8,13.5,residential,130066,9,30.3579,-97.6493,Tier 2 — Top 25%,True,1.0,,1.0,23.9468573606953,25,False,0.6482
224,88489e31e9fffff,0.7568807339449541,207.8,18.1,industrial,49101,12,30.2061,-97.5682,Tier 2 — Top 25%,True,1.0,,1.0,11.811051999999762,12,False,0.648
225,88489e2287fffff,0.7553516819571865,207.8,11.6,vacant,117797,0,30.3421,-97.6585,Tier 2 — Top 25%,True,1.0,,1.0,24.834585724283627,26,False,0.6474
226,884898d9adfffff,0.7522935779816514,208.3,13.1,residential,68524,9,30.2726,-97.8791,Tier 2 — Top 25%,True,0.4991,water,1.0,9.700530083384644,10,False,0.647
227,88489e30dbfffff,0.7522935779816514,208.0,7.4,residential,280440,9,30.2174,-97.6915,Tier 2 — Top 25%,True,0.2715,airport,1.0,13.068967999999993,14,False,0.647
228,88489e3567fffff,0.7522935779816514,207.9,7.1,vacant,305101,0,30.2722,-97.6694,Tier 2 — Top 25%,True,1.0,,1.0,19.169304000000015,20,False,0.647
229,88489eada3fffff,0.7492354740061162,208.1,9.2,residential,181678,9,30.1847,-97.7405,Tier 3 — Top 50%,True,1.0,,1.0,9.428803999999777,10,False,0.6465
231,88489e3099fffff,0.7477064220183486,208.0,7.0,residential,315591,9,30.2331,-97.6823,Tier 3 — Top 50%,True,0.8153,water,1.0,14.816691999999875,16,False,0.6454
233,88489eac21fffff,0.7454128440366973,208.2,16.3,industrial,49190,12,30.1219,-97.7671,Tier 3 — Top 50%,True,1.0,,1.0,2.437907999999855,2,False,0.6452
234,88489e30edfffff,0.7454128440366973,207.9,13.0,vacant,69965,0,30.2041,-97.6293,Tier 3 — Top 50%,True,1.0,,1.0,11.588411999999884,12,False,0.6452
236,88489e356dfffff,0.7431192660550459,207.9,7.3,residential,292763,9,30.2568,-97.6684,Tier 3 — Top 50%,True,1.0,,1.0,17.454975999999657,18,False,0.6448
237,88489e3745fffff,0.7415902140672783,208.1,7.7,industrial,264385,12,30.2009,-97.7211,Tier 3 — Top 50%,True,1.0,,1.0,11.232187999999924,12,False,0.6445
238,88489e2763fffff,0.7392966360856269,207.8,13.6,residential,308557,9,30.3798,-97.6864,Tier 3 — Top 50%,True,1.0,,1.0,27.504388425840805,29,False,0.6443
239,88489e35a1fffff,0.7392966360856269,207.9,8.8,residential,201937,9,30.3404,-97.7095,Tier 3 — Top 50%,True,1.0,,1.0,25.987899826344282,28,False,0.6443
244,88489e2293fffff,0.7370030581039755,207.9,11.2,residential,219236,9,30.3565,-97.6901,Tier 3 — Top 50%,True,1.0,,1.0,27.847145208716206,30,False,0.6438
245,88489eac85fffff,0.735474006116208,208.3,13.5,residential,61889,9,30.1664,-97.8211,Tier 3 — Top 50%,True,1.0,,1.0,7.391647999999779,8,False,0.6436
246,88489e3525fffff,0.7339449541284404,207.9,8.3,residential,226490,9,30.288,-97.6602,Tier 3 — Top 50%,True,1.0,,1.0,20.92815999999987,22,False,0.6433
248,88489e3583fffff,0.7324159021406728,208.0,8.0,residential,242269,9,30.3393,-97.7401,Tier 3 — Top 50%,True,0.4819,water,1.0,23.04830766667884,24,False,0.643
249,88489e3761fffff,0.7308868501529052,208.0,7.4,commercial,285615,16,30.2091,-97.7063,Tier 3 — Top 50%,True,1.0,,1.0,12.145011999999774,13,False,0.6426
250,88489e3a39fffff,0.7293577981651376,207.7,27.0,,0,0,30.1938,-97.4756,Tier 3 — Top 50%,True,1.0,,1.0,7.274015009857869,7,False,0.6424
251,88489e3ad5fffff,0.72782874617737,207.7,21.2,residential,48950,9,30.2229,-97.5284,Tier 3 — Top 50%,True,1.0,,1.0,12.350626857878652,13,False,0.6423
252,88489e22dbfffff,0.7262996941896025,207.9,7.8,residential,258727,9,30.3253,-97.6983,Tier 3 — Top 50%,True,1.0,,1.0,25.080395999999684,27,False,0.6417
253,88489e2219fffff,0.7247706422018348,207.9,9.2,residential,178408,9,30.2883,-97.65,Tier 3 — Top 50%,True,1.0,,1.0,20.961555999999792,22,False,0.6415
254,88489e2437fffff,0.7224770642201835,207.8,22.7,industrial,146525,12,30.4708,-97.7332,Tier 3 — Top 50%,True,1.0,,1.0,19.948543999999778,21,False,0.6413
255,884898516bfffff,0.7224770642201835,207.9,29.9,,0,0,30.53,-97.8087,Tier 3 — Top 50%,True,0.4973,water,1.0,13.358399999999714,14,False,0.6413
256,88489e3759fffff,0.7201834862385321,208.1,6.8,residential,329268,9,30.2073,-97.7573,Tier 3 — Top 50%,True,1.0,,1.0,11.944635999999846,12,False,0.6412
257,88489e31edfffff,0.7186544342507645,207.8,19.0,vacant,49057,0,30.2065,-97.558,Tier 3 — Top 50%,True,1.0,,1.0,11.855579999999657,12,False,0.6407
258,88489ead9bfffff,0.7171253822629969,208.2,10.5,residential,131716,9,30.1829,-97.7915,Tier 3 — Top 50%,True,1.0,,1.0,9.228427999999848,10,False,0.6406
259,88489e30d7fffff,0.7155963302752294,208.0,7.9,residential,250945,9,30.2256,-97.6767,Tier 3 — Top 50%,True,1.0,,1.0,13.981791999999844,15,False,0.6405
260,88489eadb9fffff,0.7140672782874617,208.2,9.4,residential,171399,9,30.184,-97.7609,Tier 3 — Top 50%,True,1.0,,1.0,9.350879999999957,10,False,0.6402
262,88489e3a9dfffff,0.7125382262996942,207.7,20.8,,0,0,30.2383,-97.5294,Tier 3 — Top 50%,True,1.0,,1.0,12.444866194070132,13,False,0.6397
263,88489ead37fffff,0.7110091743119266,208.1,13.7,vacant,58927,0,30.1471,-97.7125,Tier 3 — Top 50%,True,1.0,,1.0,5.243171999999645,5,False,0.6393
264,88489e352dfffff,0.709480122324159,207.9,7.7,residential,265495,9,30.2801,-97.6648,Tier 3 — Top 50%,True,1.0,,1.0,20.04873199999994,21,False,0.6384
265,88489eadc5fffff,0.7079510703363915,208.2,13.6,residential,60774,9,30.1456,-97.7533,Tier 3 — Top 50%,True,1.0,,1.0,5.076192000000034,5,False,0.6382
266,884898d9a7fffff,0.7064220183486238,208.2,13.4,residential,63838,9,30.288,-97.8801,Tier 3 — Top 50%,True,0.512,water,1.0,9.602882859572944,10,False,0.638
269,88489e374dfffff,0.7048929663608563,208.1,8.4,residential,219301,9,30.193,-97.7257,Tier 3 — Top 50%,True,1.0,,1.0,10.352759999999996,11,False,0.6376
271,88489e2759fffff,0.7033639143730887,207.9,11.5,residential,342100,9,30.3705,-97.7319,Tier 3 — Top 50%,True,1.0,,1.0,23.82851951110582,25,False,0.6373
272,884898d9edfffff,0.7018348623853211,208.3,13.6,residential,60755,9,30.2492,-97.8827,Tier 3 — Top 50%,True,1.0,,1.0,9.356655176684628,10,False,0.6372
273,88489e22b1fffff,0.7003058103975535,207.8,12.9,residential,151314,9,30.3575,-97.6595,Tier 3 — Top 50%,True,1.0,,1.0,24.926734436370957,27,False,0.6366
275,88489e2211fffff,0.6987767584097859,207.9,9.9,residential,150588,9,30.2962,-97.6454,Tier 3 — Top 50%,True,1.0,,1.0,21.840983999999718,23,False,0.6365
276,88489e36d5fffff,0.6972477064220184,208.2,10.6,,0,0,30.2658,-97.8531,Tier 3 — Top 50%,True,0.9797,water,1.0,12.201016232056965,13,False,0.6363
277,88489e328bfffff,0.6957186544342507,208.1,11.5,residential,100486,9,30.1707,-97.6987,Tier 3 — Top 50%,True,1.0,,1.0,7.870323999999849,8,False,0.6357
278,88489e3033fffff,0.6934250764525994,207.9,13.8,vacant,57080,0,30.2044,-97.6191,Tier 3 — Top 50%,True,1.0,,1.0,11.621807999999806,12,False,0.6352
280,88489e35bbfffff,0.6934250764525994,208.0,9.7,residential,231851,9,30.3547,-97.7411,Tier 3 — Top 50%,True,0.3612,water,1.0,22.948621571465875,24,False,0.6352
286,88489eade7fffff,0.6903669724770642,208.1,11.8,residential,95259,9,30.1618,-97.7339,Tier 3 — Top 50%,True,1.0,,1.0,6.879575999999786,7,False,0.6333
287,88489ead87fffff,0.6903669724770642,208.2,10.2,residential,142134,9,30.1765,-97.7553,Tier 3 — Top 50%,True,1.0,,1.0,8.515979999999926,9,False,0.6333
288,88489e31c5fffff,0.6880733944954128,207.8,17.2,industrial,49145,12,30.2058,-97.5784,Tier 3 — Top 50%,True,1.0,,1.0,11.777655999999839,12,False,0.6321
291,884898d929fffff,0.6857798165137615,208.3,11.6,residential,99941,9,30.2195,-97.8501,Tier 3 — Top 50%,True,1.0,,1.0,12.495341798445885,13,False,0.6317
292,88489e375dfffff,0.6857798165137615,208.1,6.6,industrial,343271,12,30.2077,-97.7471,Tier 3 — Top 50%,True,1.0,,1.0,11.989163999999741,13,False,0.6317
293,88489e2427fffff,0.6834862385321101,207.8,21.2,commercial,204109,16,30.4561,-97.7118,Tier 3 — Top 50%,True,1.0,,1.0,21.58494799999992,23,False,0.6316
294,88489e2251fffff,0.6819571865443425,207.9,9.1,residential,186947,9,30.2729,-97.649,Tier 3 — Top 50%,True,1.0,,1.0,19.247227999999833,20,False,0.6314
295,88489e2269fffff,0.6804281345565749,207.8,13.1,industrial,68405,12,30.2589,-97.6072,Tier 3 — Top 50%,True,1.0,,1.0,17.688747999999904,19,False,0.6309
297,88489e30b7fffff,0.6788990825688074,207.9,9.2,residential,180723,9,30.2575,-97.648,Tier 3 — Top 50%,True,1.0,,1.0,17.532899999999874,19,False,0.6307
298,88489e2253fffff,0.6773700305810397,207.9,8.6,vacant,208290,0,30.2804,-97.6546,Tier 3 — Top 50%,True,1.0,,1.0,20.082127999999862,21,False,0.6305
301,88489e2745fffff,0.6758409785932722,207.9,11.7,residential,267462,9,30.364,-97.6957,Tier 3 — Top 50%,True,1.0,,1.0,27.307127849690403,29,False,0.6295
302,88489eadabfffff,0.6743119266055045,208.1,10.0,open_space,145948,0,30.1768,-97.7451,Tier 3 — Top 50%,True,1.0,,1.0,8.54937599999985,9,False,0.6292
303,88489e204bfffff,0.672782874617737,207.8,14.2,,0,0,30.313,-97.6055,Tier 3 — Top 50%,True,1.0,,1.0,19.748641860326682,21,False,0.6289
305,88489e2239fffff,0.6712538226299695,207.8,11.8,residential,93859,9,30.2969,-97.625,Tier 3 — Top 50%,True,1.0,,1.0,21.626152046665595,23,False,0.6285
306,88489e2431fffff,0.6697247706422018,207.8,21.8,vacant,171192,0,30.463,-97.7378,Tier 3 — Top 50%,True,1.0,,1.0,20.816839999999733,22,False,0.6284
309,88489e224bfffff,0.6681957186544343,207.9,10.2,vacant,141837,0,30.2578,-97.6378,Tier 3 — Top 50%,True,1.0,,1.0,17.566295999999795,19,False,0.628
310,88489e22d9fffff,0.6666666666666666,207.9,7.4,residential,281933,9,30.3178,-97.6927,Tier 3 — Top 50%,True,1.0,,1.0,24.24549599999965,26,False,0.6278
311,88489e25cbfffff,0.6651376146788991,207.8,22.8,vacant,147867,0,30.4712,-97.723,Tier 3 — Top 50%,True,1.0,,1.0,19.90401599999988,21,False,0.6275
312,88489e376bfffff,0.6636085626911316,208.1,7.0,vacant,314110,0,30.2088,-97.7165,Tier 3 — Top 50%,True,1.0,,1.0,12.111615999999852,13,False,0.6274
313,88489e385dfffff,0.6613149847094801,207.6,27.6,,0,0,30.2174,-97.4617,Tier 3 — Top 50%,True,1.0,,1.0,5.935173575352882,6,False,0.6272
314,884898d8e1fffff,0.6613149847094801,208.4,20.9,vacant,48967,0,30.2542,-97.9598,Tier 3 — Top 50%,True,1.0,,1.0,1.9423927573300945,2,False,0.6272
316,88489e2213fffff,0.6590214067278287,207.9,9.7,residential,157805,9,30.3037,-97.651,Tier 3 — Top 50%,True,1.0,,1.0,22.67588399999975,24,False,0.6265
317,88489e3659fffff,0.6574923547400612,208.2,10.8,residential,122276,9,30.2048,-97.8287,Tier 3 — Top 50%,True,1.0,,1.0,11.666335999999703,12,False,0.6263
319,884898d93bfffff,0.6559633027522935,208.3,13.2,residential,66767,9,30.2417,-97.8771,Tier 3 — Top 50%,True,1.0,,1.0,9.895922977543156,10,False,0.6259
321,884898d9e7fffff,0.6536697247706422,208.3,13.5,vacant,61512,0,30.2647,-97.8837,Tier 3 — Top 50%,True,1.0,,1.0,9.25903094133102,10,False,0.6255
322,88489e2e45fffff,0.6536697247706422,207.6,22.5,,0,0,30.4216,-97.5919,Tier 3 — Top 50%,True,1.0,,1.0,18.421206054078418,19,False,0.6255
326,88489e229bfffff,0.6513761467889908,207.9,10.2,residential,195228,9,30.3486,-97.6947,Tier 3 — Top 50%,True,1.0,,1.0,27.40749231946012,29,False,0.6252
328,88489e2221fffff,0.6498470948012233,207.8,14.1,open_space,53404,0,30.2901,-97.599,Tier 3 — Top 50%,True,1.0,,1.0,19.12845624507317,20,False,0.6251
330,884898ca6bfffff,0.6483180428134556,208.3,19.3,,0,0,30.3091,-97.9378,Tier 3 — Top 50%,True,1.0,,1.0,4.055600246066327,4,False,0.625
331,88489e2621fffff,0.6467889908256881,207.9,14.0,commercial,399767,16,30.3931,-97.7487,Tier 3 — Top 50%,True,0.8917,water,1.0,22.209843463059045,24,False,0.6249
334,88489e2443fffff,0.6452599388379205,207.9,17.4,residential,328023,9,30.4239,-97.7507,Tier 3 — Top 50%,True,1.0,,1.0,22.01085449554415,23,False,0.6247
335,88489e2001fffff,0.6437308868501529,207.7,16.5,vacant,49183,0,30.3366,-97.5917,Tier 3 — Top 50%,True,0.7013,water,1.0,18.418017652153353,19,False,0.6246
336,884898ca47fffff,0.6422018348623854,208.3,20.2,,0,0,30.3087,-97.948,Tier 3 — Top 50%,True,1.0,,1.0,3.075349229978572,3,False,0.6245
342,88489e3669fffff,0.6406727828746177,208.2,8.5,residential,215318,9,30.1987,-97.7823,Tier 3 — Top 50%,True,1.0,,1.0,10.987283999999704,11,False,0.6234
344,88489e25e1fffff,0.6391437308868502,207.7,24.3,commercial,115816,16,30.4801,-97.6877,Tier 3 — Top 50%,True,1.0,,1.0,18.913267999999817,20,False,0.6233
345,88489e2ebdfffff,0.6368501529051988,207.6,29.5,,0,0,30.513,-97.6284,Tier 3 — Top 50%,True,1.0,,1.0,15.250839999999654,16,False,0.6231
346,8848985b59fffff,0.6368501529051988,207.7,29.8,,0,0,30.5335,-97.7065,Tier 3 — Top 50%,True,1.0,,1.0,12.968779999999832,14,False,0.6231
349,88489e3569fffff,0.6345565749235474,208.0,6.3,residential,371963,9,30.2564,-97.6786,Tier 3 — Top 50%,True,1.0,,1.0,17.41044799999976,18,False,0.6228
352,88489e2455fffff,0.6330275229357798,207.9,18.3,commercial,270448,16,30.4314,-97.7563,Tier 3 — Top 50%,True,0.8966,water,1.0,21.47165113340051,23,False,0.6223
353,88489e2e31fffff,0.6314984709480123,207.6,26.5,,0,0,30.4678,-97.5948,Tier 3 — Top 50%,True,1.0,,1.0,18.69072792453781,20,False,0.6214
354,88489e2057fffff,0.6299694189602446,207.8,14.7,vacant,54827,0,30.336,-97.6121,Tier 3 — Top 50%,True,1.0,,1.0,20.37811937296156,22,False,0.6213
356,88489e319bfffff,0.6284403669724771,207.9,12.5,industrial,80007,12,30.2431,-97.6165,Tier 3 — Top 50%,True,1.0,,1.0,15.929891999999654,17,False,0.6211
358,88489e2ee1fffff,0.6269113149847095,207.6,26.9,,0,0,30.4825,-97.6162,Tier 3 — Top 50%,True,1.0,,1.0,18.646099999999652,20,False,0.6208
360,88489eadc3fffff,0.6253822629969419,208.2,13.0,residential,70433,9,30.1528,-97.7691,Tier 3 — Top 50%,True,1.0,,1.0,5.877695999999748,6,False,0.6206
362,88489eacb3fffff,0.6238532110091743,208.3,11.7,residential,97376,9,30.1969,-97.8333,Tier 3 — Top 50%,True,1.0,,1.0,10.786907999999775,11,False,0.6201
363,88489e2ed9fffff,0.6215596330275229,207.7,24.8,,0,0,30.4808,-97.6673,Tier 3 — Top 50%,True,1.0,,1.0,18.835344,20,False,0.6199
364,88489e31d7fffff,0.6215596330275229,207.9,13.9,industrial,55273,12,30.2281,-97.6053,Tier 3 — Top 50%,True,1.0,,1.0,14.260091999999986,15,False,0.6199
365,88489e35a7fffff,0.6192660550458715,207.9,9.7,residential,206626,9,30.3482,-97.7049,Tier 3 — Top 50%,True,1.0,,1.0,26.427732056913754,28,False,0.6198
366,88489e2627fffff,0.617737003058104,207.9,14.9,commercial,450347,16,30.401,-97.7441,Tier 3 — Top 50%,True,1.0,,1.0,22.649711674663298,24,False,0.6196
367,88489e2711fffff,0.6162079510703364,207.9,15.1,commercial,665972,16,30.4017,-97.7237,Tier 3 — Top 50%,True,1.0,,1.0,24.608221661217378,26,False,0.6193
368,88489e2e33fffff,0.6146788990825688,207.6,26.9,,0,0,30.4753,-97.6004,Tier 3 — Top 50%,True,1.0,,1.0,19.226557524652613,20,False,0.6191
369,88489e35e3fffff,0.6123853211009175,207.9,6.8,residential,329130,9,30.3246,-97.7187,Tier 3 — Top 50%,True,1.0,,1.0,25.002471999999866,27,False,0.619
371,88489e223bfffff,0.6123853211009175,207.8,11.6,residential,99705,9,30.3044,-97.6305,Tier 3 — Top 50%,True,1.0,,1.0,22.153096684045327,24,False,0.619
373,88489e2193fffff,0.6100917431192661,207.6,22.2,,0,0,30.414,-97.5863,Tier 3 — Top 50%,True,1.0,,1.0,17.88503368806575,19,False,0.6188
376,88489e353bfffff,0.6070336391437309,207.9,5.5,residential,459586,9,30.302,-97.702,Tier 3 — Top 50%,True,1.0,,1.0,22.486639999999795,24,False,0.6184
377,88489e200bfffff,0.6070336391437309,207.7,15.6,vacant,49226,0,30.3363,-97.6019,Tier 3 — Top 50%,True,1.0,,1.0,19.398065510016078,21,False,0.6184
378,88489e328dfffff,0.6070336391437309,208.1,12.9,residential,71702,9,30.1636,-97.683,Tier 3 — Top 50%,True,1.0,,1.0,7.0799519999997145,7,False,0.6184
379,8848985a41fffff,0.6039755351681957,207.8,28.6,,0,0,30.5242,-97.752,Tier 3 — Top 50%,True,1.0,,1.0,14.004055999999792,15,False,0.6183
380,88489e2093fffff,0.6016819571865444,207.8,18.0,commercial,203345,16,30.4116,-97.6578,Tier 3 — Top 50%,True,1.0,,1.0,24.749731915691473,26,False,0.618
381,88489e3a8bfffff,0.6016819571865444,207.7,21.5,vacant,48938,0,30.2308,-97.5238,Tier 3 — Top 50%,True,1.0,,1.0,11.907202311705998,12,False,0.618
383,88489e223dfffff,0.599388379204893,207.8,12.8,,0,0,30.2973,-97.6148,Tier 3 — Top 50%,True,1.0,,1.0,20.64568227169126,22,False,0.6177
384,88489e36c3fffff,0.5978593272171254,208.2,10.1,residential,145094,9,30.2582,-97.8475,Tier 3 — Top 50%,True,1.0,,1.0,12.740423740300825,13,False,0.6176
385,88489e2e69fffff,0.595565749235474,207.6,23.1,,0,0,30.4219,-97.5817,Tier 3 — Top 50%,True,1.0,,1.0,17.44201588806166,18,False,0.6174
386,88489e2547fffff,0.595565749235474,207.8,19.1,residential,221982,9,30.4267,-97.669,Tier 3 — Top 50%,True,1.0,,1.0,24.857755999999807,26,False,0.6174
387,88489e2267fffff,0.5932721712538226,207.8,14.0,residential,54936,9,30.2746,-97.598,Tier 3 — Top 50%,True,1.0,,1.0,19.03534014129896,20,False,0.6173
388,88489e2ebbfffff,0.591743119266055,207.6,29.7,,0,0,30.5202,-97.6442,Tier 3 — Top 50%,True,1.0,,1.0,14.44933599999994,15,False,0.6171
389,8848985b4bfffff,0.5886850152905199,207.7,29.3,,0,0,30.5263,-97.6907,Tier 3 — Top 50%,True,1.0,,1.0,13.770283999999942,14,False,0.6167
390,88489e2545fffff,0.5886850152905199,207.8,18.5,residential,215862,9,30.4192,-97.6634,Tier 3 — Top 50%,True,1.0,,1.0,25.285383101852506,27,False,0.6167
391,88489e22c9fffff,0.5886850152905199,207.9,8.0,residential,246107,9,30.303,-97.6714,Tier 3 — Top 50%,True,1.0,,1.0,22.597959999999933,24,False,0.6167
392,88489e2531fffff,0.5856269113149847,207.7,23.2,vacant,119119,0,30.4654,-97.6663,Tier 3 — Top 50%,True,1.0,,1.0,20.54967199999996,22,False,0.6166
395,88489e22abfffff,0.5840978593272171,207.8,12.4,residential,103215,9,30.3425,-97.6483,Tier 3 — Top 50%,True,1.0,,1.0,23.854554879975257,25,False,0.6163
397,88489e3a21fffff,0.5825688073394495,207.7,29.6,,0,0,30.1869,-97.4496,Tier 3 — Top 50%,True,1.0,,1.0,4.772704016516464,5,False,0.6162
399,88489e2533fffff,0.581039755351682,207.7,23.9,industrial,109910,12,30.4729,-97.6719,Tier 3 — Top 50%,True,1.0,,1.0,19.71477199999993,21,False,0.6157
400,88489e22adfffff,0.5795107033639144,207.8,13.0,commercial,74035,16,30.3353,-97.6325,Tier 3 — Top 50%,True,1.0,,1.0,22.338267928579466,24,False,0.6156
402,88489e3051fffff,0.5779816513761468,208.0,14.9,residential,49258,9,30.165,-97.6422,Tier 3 — Top 50%,True,1.0,,1.0,7.235799999999746,7,False,0.6154
403,88489e2e89fffff,0.5764525993883792,207.7,26.5,,0,0,30.4894,-97.6422,Tier 3 — Top 50%,True,1.0,,1.0,17.87799199999986,19,False,0.6153
406,88489e3093fffff,0.573394495412844,208.0,6.1,residential,390521,9,30.2486,-97.6832,Tier 3 — Top 50%,True,0.7105,water,1.0,16.54215199999981,17,False,0.6146
407,88489e2703fffff,0.573394495412844,207.9,14.6,residential,520716,9,30.3945,-97.7079,Tier 3 — Top 50%,True,1.0,,1.0,26.12715864021757,28,False,0.6146
408,88489e366bfffff,0.573394495412844,208.2,8.0,residential,242004,9,30.2062,-97.7879,Tier 3 — Top 50%,True,1.0,,1.0,11.822183999999735,12,False,0.6146
410,88489e3ad9fffff,0.5688073394495413,207.8,20.1,vacant,49006,0,30.2147,-97.5432,Tier 3 — Top 50%,True,1.0,,1.0,12.768403999999903,13,False,0.6144
411,88489e2051fffff,0.5688073394495413,207.8,13.9,vacant,55791,0,30.3281,-97.6167,Tier 3 — Top 50%,True,1.0,,1.0,20.82175736353932,22,False,0.6144
412,88489e3709fffff,0.5688073394495413,208.1,5.8,residential,422834,9,30.2159,-97.7323,Tier 3 — Top 50%,True,1.0,,1.0,12.901987999999987,13,False,0.6144
413,88489e224dfffff,0.5657492354740061,207.9,11.8,industrial,94907,12,30.2507,-97.6221,Tier 3 — Top 50%,True,1.0,,1.0,16.77592399999966,18,False,0.6143
414,88489e3057fffff,0.5642201834862385,208.0,14.6,residential,49275,9,30.1729,-97.6376,Tier 3 — Top 50%,True,1.0,,1.0,8.115227999999675,8,False,0.6142
416,88489e3281fffff,0.5626911314984709,208.1,11.9,vacant,91816,0,30.1711,-97.6885,Tier 3 — Top 50%,True,1.0,,1.0,7.914851999999746,8,False,0.6141
419,884898db57fffff,0.558868501529052,208.4,20.8,vacant,48968,0,30.1627,-97.9231,Tier 3 — Top 50%,True,1.0,,1.0,5.476483006852945,5,False,0.6134
420,884898ca45fffff,0.558868501529052,208.3,19.5,,0,0,30.3012,-97.9424,Tier 3 — Top 50%,True,1.0,,1.0,3.613811815740558,3,False,0.6134
421,88489e3767fffff,0.558868501529052,208.0,6.9,residential,324357,9,30.217,-97.7017,Tier 3 — Top 50%,True,1.0,,1.0,13.024439999999702,14,False,0.6134
422,88489e25a1fffff,0.558868501529052,207.7,26.9,,0,0,30.5034,-97.6841,Tier 3 — Top 50%,True,1.0,,1.0,16.319511999999932,17,False,0.6134
423,88489e2231fffff,0.5542813455657493,207.8,12.5,residential,78976,9,30.3048,-97.6203,Tier 3 — Top 50%,True,1.0,,1.0,21.172699723714995,22,False,0.6131
424,88489e301dfffff,0.5542813455657493,208.0,14.3,residential,50485,9,30.1807,-97.633,Tier 3 — Top 50%,True,0.9994,airport,1.0,8.983524000000024,9,False,0.6131
426,88489e25bbfffff,0.5519877675840978,207.7,28.0,,0,0,30.5178,-97.7157,Tier 3 — Top 50%,True,1.0,,1.0,14.716503999999713,15,False,0.6129
427,884898ca09fffff,0.5504587155963303,208.3,20.9,,0,0,30.3162,-97.9536,Tier 3 — Top 50%,True,0.953,water,1.0,2.536968953661624,2,False,0.6128
429,88489e3539fffff,0.5481651376146789,207.9,5.4,residential,464884,9,30.2945,-97.6964,Tier 3 — Top 50%,True,1.0,,1.0,21.651739999999766,23,False,0.6124
430,88489e364dfffff,0.5481651376146789,208.2,10.0,residential,148321,9,30.1905,-97.7971,Tier 3 — Top 50%,True,1.0,,1.0,10.074459999999855,10,False,0.6124
431,88489e31b3fffff,0.5458715596330275,207.8,15.0,residential,49253,9,30.2596,-97.5869,Tier 3 — Top 50%,True,1.0,,1.0,17.766671999999723,19,False,0.6123
433,88489e3743fffff,0.5435779816513762,208.1,6.6,industrial,345302,12,30.208,-97.7369,Tier 3 — Top 50%,True,1.0,,1.0,12.022559999999665,13,False,0.612
434,88489e2049fffff,0.5435779816513762,207.8,14.4,,0,0,30.3055,-97.5999,Tier 3 — Top 50%,True,1.0,,1.0,19.211949398373566,20,False,0.612
435,88489e3087fffff,0.540519877675841,207.9,9.5,residential,166655,9,30.2342,-97.6517,Tier 3 — Top 50%,True,1.0,,1.0,14.939143999999985,16,False,0.6119
437,88489e2557fffff,0.540519877675841,207.8,20.0,residential,240281,9,30.4414,-97.6904,Tier 3 — Top 50%,True,1.0,,1.0,23.221351999999666,25,False,0.6119
440,88489e2f17fffff,0.5374617737003058,207.5,29.5,,0,0,30.4695,-97.5437,Tier 3 — Top 50%,True,1.0,,1.0,13.78752936495597,14,False,0.6116
441,88489e370dfffff,0.5374617737003058,208.1,6.0,residential,400616,9,30.2163,-97.7221,Tier 3 — Top 50%,True,1.0,,1.0,12.946515999999884,14,False,0.6116
443,88489e2563fffff,0.5344036697247706,207.7,20.5,residential,158365,9,30.4349,-97.6541,Tier 3 — Top 50%,True,1.0,,1.0,23.944931999999955,25,False,0.6115
444,88489e2237fffff,0.5344036697247706,207.8,13.2,residential,65844,9,30.3127,-97.6157,Tier 3 — Top 50%,True,1.0,,1.0,20.72892987594301,22,False,0.6115
445,88489e2eb9fffff,0.5321100917431193,207.6,29.1,,0,0,30.5127,-97.6386,Tier 3 — Top 50%,True,1.0,,1.0,15.284235999999972,16,False,0.6114
448,8848985b43fffff,0.5305810397553516,207.7,30.2,,0,0,30.5342,-97.686,Tier 3 — Top 50%,True,1.0,,1.0,12.890856000000014,13,False,0.6108
451,88489e2eddfffff,0.5290519877675841,207.7,25.2,,0,0,30.4812,-97.6571,Tier 3 — Top 50%,True,1.0,,1.0,18.790815999999708,20,False,0.6106
