rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier,developable,developable_frac,exclusion_reasons,feature_completeness,boundary_dist_km,boundary_rings,edge_flagged,score_raw
219,8848eba409fffff,0.8127490039840638,210.9,13.5,unknown,272895,12,33.4077,-111.9371,Tier 2 — Top 25%,True,1.0,,1.0,23.121163999999503,25,False,0.6415
221,8829b6d8b7fffff,0.8100929614873837,210.5,25.4,unknown,34120,12,33.66,-111.9699,Tier 2 — Top 25%,True,1.0,,1.0,21.150800000000537,22,False,0.6414
222,8848ebb1a7fffff,0.8100929614873837,211.3,40.4,unknown,41035,12,33.2438,-111.7147,Tier 2 — Top 25%,True,1.0,,1.0,4.87581599999971,5,False,0.6414
224,8848ebb181fffff,0.8100929614873837,211.3,39.5,unknown,46825,12,33.2242,-111.7436,Tier 2 — Top 25%,True,1.0,,1.0,2.6939440000000494,2,False,0.6414
225,8848ebb699fffff,0.8047808764940239,211.1,22.8,unknown,34209,12,33.2449,-112.0416,Tier 2 — Top 25%,True,1.0,,1.0,4.99826799999982,5,False,0.6409
226,8848ebba99fffff,0.8047808764940239,211.3,42.1,unknown,33557,12,33.2384,-111.6973,Tier 2 — Top 25%,True,1.0,,1.0,4.274687999999529,4,False,0.6409
227,8848eb35c1fffff,0.8047808764940239,210.5,42.3,unknown,33548,12,33.6941,-111.7251,Tier 2 — Top 25%,True,1.0,,1.0,6.955723896433361,7,False,0.6409
229,8848ebb197fffff,0.8047808764940239,211.3,36.6,unknown,76547,12,33.2448,-111.7639,Tier 2 — Top 25%,True,1.0,,1.0,4.987135999999451,5,False,0.6409
230,8829b6ce6dfffff,0.8047808764940239,210.2,33.8,unknown,33834,12,33.7525,-112.0865,Tier 2 — Top 25%,True,1.0,,1.0,10.85370000000041,11,False,0.6409
231,8848eba1e9fffff,0.796148738379814,211.1,34.3,unknown,94680,12,33.3682,-111.7168,Tier 2 — Top 25%,True,1.0,,1.0,6.210346625120604,6,False,0.6404
232,8848ebba9bfffff,0.796148738379814,211.3,41.1,unknown,36028,12,33.2453,-111.7041,Tier 2 — Top 25%,True,1.0,,1.0,5.036730632007959,5,False,0.6404
233,8848e96e63fffff,0.796148738379814,210.8,22.2,unknown,36381,12,33.3581,-112.2871,Tier 2 — Top 25%,True,1.0,,1.0,5.848445306182197,6,False,0.6404
234,8848ebb45bfffff,0.796148738379814,211.2,25.1,unknown,35548,12,33.2387,-111.975,Tier 2 — Top 25%,True,1.0,,1.0,4.308083999999846,4,False,0.6404
235,8848e962adfffff,0.796148738379814,211.0,32.1,unknown,33894,12,33.2512,-112.3259,Tier 2 — Top 25%,True,1.0,,1.0,2.243567725974698,2,False,0.6404
236,8829b6c52dfffff,0.796148738379814,210.2,36.1,unknown,33756,12,33.7654,-112.1601,Tier 2 — Top 25%,True,1.0,,1.0,9.417672000000199,10,False,0.6404
237,8829b6ce35fffff,0.796148738379814,210.1,38.8,unknown,33666,12,33.7964,-112.1061,Tier 2 — Top 25%,True,1.0,,1.0,5.966752000000331,6,False,0.6404
238,8829b6d0e9fffff,0.796148738379814,210.6,10.3,unknown,101962,12,33.5285,-112.1298,Tier 2 — Top 25%,True,1.0,,1.0,20.434030640962536,22,False,0.6404
240,8848e978a9fffff,0.7895086321381142,211.1,25.8,unknown,34107,12,33.223,-112.1407,Tier 2 — Top 25%,True,1.0,,1.0,2.5603599999995694,2,False,0.6401
241,8848ebb0b5fffff,0.7895086321381142,211.3,34.1,unknown,102639,12,33.2389,-111.8063,Tier 2 — Top 25%,True,1.0,,1.0,4.330347999999795,4,False,0.6401
243,8848eba103fffff,0.7861885790172642,211.2,36.8,unknown,71444,12,33.3477,-111.6965,Tier 2 — Top 25%,True,1.0,,1.0,4.3240890235334,4,False,0.6398
245,8848ebb193fffff,0.7861885790172642,211.3,36.0,unknown,84152,12,33.2433,-111.7745,Tier 2 — Top 25%,True,1.0,,1.0,4.820155999999444,5,False,0.6398
246,8848e96a21fffff,0.7861885790172642,211.0,18.0,unknown,34376,12,33.2897,-112.1102,Tier 2 — Top 25%,True,1.0,,1.0,9.985404000000061,10,False,0.6398
248,8829b6c5a7fffff,0.7808764940239044,210.0,44.1,unknown,33489,12,33.8282,-112.2108,Tier 2 — Top 25%,True,1.0,,1.0,2.426775999999881,2,False,0.6394
249,8848e96b47fffff,0.7808764940239044,211.1,19.5,unknown,34324,12,33.2737,-112.0581,Tier 2 — Top 25%,True,1.0,,1.0,8.204283999999467,8,False,0.6394
250,8848ebb685fffff,0.7808764940239044,211.2,23.8,unknown,34175,12,33.2425,-112.003,Tier 2 — Top 25%,True,1.0,,1.0,4.7310999999996515,5,False,0.6394
251,8829b6ced7fffff,0.7808764940239044,210.1,42.2,unknown,33553,12,33.8161,-112.1865,Tier 2 — Top 25%,True,1.0,,1.0,3.773748000000301,4,False,0.6394
252,8848eba03bfffff,0.7808764940239044,211.1,29.8,unknown,236910,12,33.3526,-111.7738,Tier 2 — Top 25%,True,1.0,,1.0,11.511657888853023,12,False,0.6394
254,8829b6c18dfffff,0.7762284196547145,210.3,29.9,unknown,33969,12,33.7169,-112.0631,Tier 2 — Top 25%,True,1.0,,1.0,14.816691999999875,16,False,0.639
257,8829b6ced3fffff,0.7762284196547145,210.1,42.3,unknown,33549,12,33.8146,-112.1972,Tier 2 — Top 25%,True,1.0,,1.0,3.9407280000003073,4,False,0.639
259,8829b6cad7fffff,0.7715803452855245,210.3,31.9,unknown,33900,12,33.7312,-112.0167,Tier 2 — Top 25%,True,1.0,,1.0,13.224816000000025,14,False,0.6385
262,8848ebb195fffff,0.7715803452855245,211.3,37.6,unknown,64991,12,33.2379,-111.7571,Tier 2 — Top 25%,True,1.0,,1.0,4.219028000000054,4,False,0.6385
263,8848ebb0b9fffff,0.7715803452855245,211.3,33.9,unknown,92493,12,33.2291,-111.8207,Tier 2 — Top 25%,True,1.0,,1.0,3.239411999999964,3,False,0.6385
264,8848e96a49fffff,0.7715803452855245,211.1,23.3,unknown,34194,12,33.2465,-112.1399,Tier 2 — Top 25%,True,1.0,,1.0,5.176379999999405,5,False,0.6385
265,8848eba329fffff,0.7715803452855245,211.3,39.5,unknown,44336,12,33.2855,-111.6955,Tier 2 — Top 25%,True,1.0,,1.0,4.23411805135857,4,False,0.6385
266,8848e96235fffff,0.7662682602921647,211.0,32.5,unknown,33878,12,33.2239,-112.2987,Tier 2 — Top 25%,True,1.0,,1.0,2.6605479999997317,2,False,0.638
268,8829b6ca91fffff,0.7662682602921647,210.3,33.5,unknown,33845,12,33.7464,-112.0196,Tier 2 — Top 25%,True,1.0,,1.0,11.532752000000015,12,False,0.638
269,8848ebb087fffff,0.7662682602921647,211.3,34.9,unknown,79725,12,33.2222,-111.814,Tier 2 — Top 25%,True,1.0,,1.0,2.471303999999777,2,False,0.638
271,8829b6cc57fffff,0.7629482071713147,210.1,42.2,unknown,33552,12,33.8266,-112.112,Tier 2 — Top 25%,True,1.0,,1.0,2.6048880000002566,2,False,0.6376
272,8848e96101fffff,0.7629482071713147,211.0,23.7,unknown,34180,12,33.2678,-112.2094,Tier 2 — Top 25%,True,1.0,,1.0,7.547495999999811,8,False,0.6376
273,8848e96b43fffff,0.7543160690571049,211.1,19.6,unknown,34320,12,33.2722,-112.0687,Tier 2 — Top 25%,True,1.0,,1.0,8.03730399999946,8,False,0.637
274,8848e979e1fffff,0.7543160690571049,211.2,25.6,unknown,34115,12,33.2184,-112.0636,Tier 2 — Top 25%,True,1.0,,1.0,2.048287999999972,2,False,0.637
275,8829b6cf57fffff,0.7543160690571049,210.2,36.8,unknown,33735,12,33.7789,-112.0643,Tier 2 — Top 25%,True,1.0,,1.0,7.914852000000141,8,False,0.637
276,8848eba61bfffff,0.7543160690571049,211.0,11.5,unknown,79579,12,33.3684,-111.9948,Tier 2 — Top 25%,True,0.2834,protected,1.0,18.74628799999981,20,False,0.637
277,8848e96e6dfffff,0.7543160690571049,210.8,21.8,unknown,34243,12,33.3444,-112.2735,Tier 2 — Top 25%,True,1.0,,1.0,7.114093494414004,7,False,0.637
279,8848ebb1abfffff,0.7543160690571049,211.3,39.9,unknown,44626,12,33.234,-111.7291,Tier 2 — Top 25%,True,1.0,,1.0,3.7848799999998795,4,False,0.637
280,8848eba00bfffff,0.7543160690571049,211.1,30.8,unknown,183234,12,33.329,-111.7747,Tier 2 — Top 25%,True,1.0,,1.0,11.598487829449583,12,False,0.637
281,8829b6cf31fffff,0.7543160690571049,210.2,39.8,unknown,33633,12,33.8054,-112.0422,Tier 2 — Top 25%,True,1.0,,1.0,4.964872000000294,5,False,0.637
282,8848e96e05fffff,0.7543160690571049,210.8,22.4,unknown,42877,12,33.3649,-112.2939,Tier 2 — Top 25%,True,1.0,,1.0,5.215773360589333,5,False,0.637
283,8829b6ca47fffff,0.7543160690571049,210.5,27.5,unknown,34049,12,33.6713,-111.9448,Tier 2 — Top 25%,True,1.0,,1.0,19.89288399999991,21,False,0.637
284,8829b6ce57fffff,0.7543160690571049,210.2,36.1,unknown,33758,12,33.7684,-112.1388,Tier 2 — Top 25%,True,1.0,,1.0,9.083712000000185,9,False,0.637
285,8848e96e61fffff,0.7430278884462151,210.8,22.0,unknown,34238,12,33.3513,-112.2803,Tier 3 — Top 50%,True,1.0,,1.0,6.481215969743789,7,False,0.6364
287,8848eba365fffff,0.7430278884462151,211.3,41.4,unknown,33580,12,33.2717,-111.6819,Tier 3 — Top 50%,True,1.0,,1.0,2.9690048271229723,3,False,0.6364
288,8829b6c1b7fffff,0.7430278884462151,210.2,34.2,unknown,33824,12,33.7555,-112.0652,Tier 3 — Top 50%,True,1.0,,1.0,10.519740000000398,11,False,0.6364
291,8829b6cf2bfffff,0.7430278884462151,210.2,38.4,unknown,33680,12,33.7918,-112.0285,Tier 3 — Top 50%,True,1.0,,1.0,6.478823999999928,7,False,0.6364
292,8829b6d8a7fffff,0.7430278884462151,210.5,25.2,unknown,34129,12,33.6478,-111.9457,Tier 3 — Top 50%,True,1.0,,1.0,22.508904000000534,24,False,0.6364
293,8829b6cf0dfffff,0.7430278884462151,210.2,36.5,unknown,33744,12,33.7751,-112.0362,Tier 3 — Top 50%,True,1.0,,1.0,8.337867999999947,9,False,0.6364
294,8848ebac17fffff,0.7363877822045153,210.8,28.5,unknown,36945,12,33.5155,-111.778,Tier 3 — Top 50%,True,1.0,,1.0,11.879877728863134,12,False,0.636
295,8848e96a1dfffff,0.7363877822045153,211.0,19.7,unknown,34316,12,33.2837,-112.1526,Tier 3 — Top 50%,True,1.0,,1.0,9.317484000000036,10,False,0.636
296,8829b6cf01fffff,0.7363877822045153,210.2,37.2,unknown,33721,12,33.7819,-112.043,Tier 3 — Top 50%,True,1.0,,1.0,7.580892000000128,8,False,0.636
297,8848e96123fffff,0.7363877822045153,211.0,21.1,unknown,34269,12,33.286,-112.1912,Tier 3 — Top 50%,True,1.0,,1.0,9.573519999999835,10,False,0.636
299,8848e96d4dfffff,0.7310756972111554,210.8,12.6,unknown,64612,12,33.402,-112.1977,Tier 3 — Top 50%,True,1.0,,1.0,14.153714941037242,15,False,0.6356
300,8829b6cc59fffff,0.7310756972111554,210.1,40.4,unknown,33612,12,33.81,-112.1197,Tier 3 — Top 50%,True,1.0,,1.0,4.452799999999905,4,False,0.6356
302,8829b6c1b1fffff,0.7310756972111554,210.3,33.2,unknown,33855,12,33.7472,-112.069,Tier 3 — Top 50%,True,1.0,,1.0,11.443696000000221,12,False,0.6356
304,8829b6c2b7fffff,0.7310756972111554,210.3,27.9,unknown,36302,12,33.6867,-112.1664,Tier 3 — Top 50%,True,1.0,,1.0,17.006403102839883,18,False,0.6356
305,8848e96e65fffff,0.7244355909694555,210.8,21.1,unknown,34270,12,33.3528,-112.2697,Tier 3 — Top 50%,True,1.0,,1.0,7.46675286486136,8,False,0.6352
306,8848e97895fffff,0.7244355909694555,211.1,25.7,unknown,34112,12,33.2337,-112.1755,Tier 3 — Top 50%,True,1.0,,1.0,3.7514839999995617,4,False,0.6352
307,8829b6cf5bfffff,0.7244355909694555,210.2,35.7,unknown,33772,12,33.7691,-112.0788,Tier 3 — Top 50%,True,1.0,,1.0,9.005787999999972,9,False,0.6352
308,8848ebb1b1fffff,0.7244355909694555,211.3,38.0,unknown,61443,12,33.2477,-111.7427,Tier 3 — Top 50%,True,1.0,,1.0,5.309963999999884,5,False,0.6352
309,8848e96d01fffff,0.7244355909694555,210.7,12.2,unknown,70300,12,33.4323,-112.2036,Tier 3 — Top 50%,True,1.0,,1.0,13.600663003486554,14,False,0.6352
310,8829b6c445fffff,0.7244355909694555,210.2,35.4,unknown,33780,12,33.7284,-112.2567,Tier 3 — Top 50%,True,1.0,,1.0,8.637947817809534,9,False,0.6352
311,8829b6d19dfffff,0.7158034528552457,210.6,13.1,unknown,58638,12,33.5648,-112.0933,Tier 3 — Top 50%,True,1.0,,1.0,23.81113814367909,25,False,0.6346
313,8848e961b1fffff,0.7158034528552457,210.9,20.8,unknown,34278,12,33.3391,-112.2561,Tier 3 — Top 50%,True,1.0,,1.0,8.732732486022357,9,False,0.6346
316,8848e96045fffff,0.7158034528552457,211.0,30.1,unknown,33961,12,33.2352,-112.2737,Tier 3 — Top 50%,True,1.0,,1.0,3.918463999999568,4,False,0.6346
317,8848ebb0a5fffff,0.7158034528552457,211.3,36.6,unknown,70502,12,33.2267,-111.7822,Tier 3 — Top 50%,True,1.0,,1.0,2.972243999999796,3,False,0.6346
318,8829b6c545fffff,0.7158034528552457,210.2,33.8,unknown,33835,12,33.7389,-112.1822,Tier 3 — Top 50%,True,1.0,,1.0,12.367652000000046,13,False,0.6346
319,8848e96103fffff,0.7158034528552457,211.0,23.4,unknown,34190,12,33.2747,-112.2162,Tier 3 — Top 50%,True,1.0,,1.0,8.315603999999999,9,False,0.6346
320,8829b6cd0dfffff,0.7158034528552457,210.1,43.2,unknown,33518,12,33.8333,-112.0094,Tier 3 — Top 50%,True,1.0,,1.0,1.8590440000000177,2,False,0.6346
321,8829b6c0c1fffff,0.7098273572377158,210.3,27.6,unknown,34045,12,33.6898,-112.1452,Tier 3 — Top 50%,True,1.0,,1.0,17.833464000000358,19,False,0.6341
325,8829b6c75bfffff,0.7098273572377158,210.3,31.6,unknown,43489,12,33.6898,-112.2545,Tier 3 — Top 50%,True,1.0,,1.0,8.845604136591962,9,False,0.6341
327,8848e97985fffff,0.7058432934926959,211.1,24.1,unknown,34167,12,33.232,-112.0772,Tier 3 — Top 50%,True,1.0,,1.0,3.5622399999996075,3,False,0.6336
328,8848e96b0bfffff,0.7058432934926959,211.1,17.9,unknown,34378,12,33.2874,-112.0716,Tier 3 — Top 50%,True,1.0,,1.0,9.729367999999472,10,False,0.6336
329,8829b6c5e7fffff,0.7058432934926959,210.1,41.6,unknown,33572,12,33.8048,-112.2117,Tier 3 — Top 50%,True,1.0,,1.0,5.031664000000138,5,False,0.6336
330,8848e961c7fffff,0.7058432934926959,210.9,23.4,unknown,34188,12,33.3005,-112.2539,Tier 3 — Top 50%,True,1.0,,1.0,8.941292197309721,9,False,0.6336
334,8829b6c19dfffff,0.699867197875166,210.3,31.2,unknown,33923,12,33.729,-112.0873,Tier 3 — Top 50%,True,1.0,,1.0,13.469720000000246,14,False,0.6328
335,8848e96049fffff,0.699867197875166,211.0,31.8,unknown,33904,12,33.2254,-112.2881,Tier 3 — Top 50%,True,1.0,,1.0,2.827527999999738,3,False,0.6328
336,8829b6cf27fffff,0.699867197875166,210.2,39.7,unknown,33638,12,33.8016,-112.0141,Tier 3 — Top 50%,True,1.0,,1.0,5.387888000000099,5,False,0.6328
337,8848e96107fffff,0.699867197875166,211.0,22.7,unknown,34213,12,33.2762,-112.2056,Tier 3 — Top 50%,True,1.0,,1.0,8.482584000000005,9,False,0.6328
341,8848e96f51fffff,0.699867197875166,210.8,19.3,unknown,34329,12,33.3626,-112.2553,Tier 3 — Top 50%,True,1.0,,1.0,8.804755676204318,9,False,0.6328
342,8848e96d55fffff,0.6958831341301461,210.7,13.7,unknown,51937,12,33.4225,-112.218,Tier 3 — Top 50%,True,1.0,,1.0,12.264277418388188,13,False,0.6327
343,8829b6d60bfffff,0.6899070385126163,210.5,23.5,unknown,69050,12,33.5263,-112.3095,Tier 3 — Top 50%,True,1.0,,1.0,3.7583982545032226,4,False,0.6322
344,8848e961a3fffff,0.6899070385126163,210.9,19.9,unknown,34310,12,33.3338,-112.2387,Tier 3 — Top 50%,True,1.0,,1.0,10.351568348798624,11,False,0.6322
345,8829b6c70dfffff,0.6899070385126163,210.3,30.3,unknown,38876,12,33.6958,-112.212,Tier 3 — Top 50%,True,1.0,,1.0,12.781237115652113,13,False,0.6322
346,8848ebb1bbfffff,0.6899070385126163,211.3,37.3,unknown,68887,12,33.2463,-111.7533,Tier 3 — Top 50%,True,1.0,,1.0,5.154115999999457,5,False,0.6322
347,8848ebb0abfffff,0.6899070385126163,211.3,35.4,unknown,77746,12,33.2237,-111.8034,Tier 3 — Top 50%,True,1.0,,1.0,2.6382839999997834,2,False,0.6322
349,8848e978b5fffff,0.6899070385126163,211.1,23.7,unknown,34179,12,33.245,-112.1505,Tier 3 — Top 50%,True,1.0,,1.0,5.009399999999398,5,False,0.6322
350,8829b6ce99fffff,0.6899070385126163,210.1,43.1,unknown,33523,12,33.8229,-112.1934,Tier 3 — Top 50%,True,1.0,,1.0,3.016772000000483,3,False,0.6322
353,8848e96d39fffff,0.6899070385126163,210.7,12.3,unknown,68298,12,33.4475,-112.2066,Tier 3 — Top 50%,True,1.0,,1.0,13.31962719959494,14,False,0.6322
354,8848eba249fffff,0.6812749003984063,211.3,34.7,unknown,97661,12,33.2404,-111.7957,Tier 3 — Top 50%,True,1.0,,1.0,4.497327999999801,4,False,0.6316
355,8829b6c721fffff,0.6812749003984063,210.2,31.5,unknown,33912,12,33.714,-112.1937,Tier 3 — Top 50%,True,1.0,,1.0,14.473073340271462,15,False,0.6316
356,8848e9612dfffff,0.6812749003984063,211.0,21.8,unknown,34244,12,33.2724,-112.1776,Tier 3 — Top 50%,True,1.0,,1.0,8.059567999999409,8,False,0.6316
357,8848ebb1d7fffff,0.6812749003984063,211.3,38.2,unknown,55754,12,33.2213,-111.7648,Tier 3 — Top 50%,True,1.0,,1.0,2.371115999999615,2,False,0.6316
359,8848eba269fffff,0.6812749003984063,211.3,35.7,unknown,90135,12,33.2517,-111.7706,Tier 3 — Top 50%,True,1.0,,1.0,5.755243999999638,6,False,0.6316
363,8848ebb6d7fffff,0.6719787516600265,211.2,23.7,unknown,34180,12,33.238,-112.0348,Tier 3 — Top 50%,True,1.0,,1.0,4.230159999999633,4,False,0.6308
364,8829b6ca39fffff,0.6719787516600265,210.4,30.4,unknown,33952,12,33.7016,-111.9507,Tier 3 — Top 50%,True,0.2992,protected,1.0,16.519888000000257,17,False,0.6308
365,8829b6c0bdfffff,0.6719787516600265,210.2,31.8,unknown,33902,12,33.7298,-112.1367,Tier 3 — Top 50%,True,1.0,,1.0,13.380664000000454,14,False,0.6308
366,8848ebb0b1fffff,0.6719787516600265,211.3,33.5,unknown,105822,12,33.2374,-111.8169,Tier 3 — Top 50%,True,1.0,,1.0,4.163367999999789,4,False,0.6308
367,8848ebb18bfffff,0.6719787516600265,211.3,38.9,unknown,51346,12,33.2227,-111.7542,Tier 3 — Top 50%,True,1.0,,1.0,2.526964000000043,2,False,0.6308
368,8829b6cf5dfffff,0.6719787516600265,210.2,35.1,unknown,33792,12,33.7638,-112.0613,Tier 3 — Top 50%,True,1.0,,1.0,9.595783999999783,10,False,0.6308
370,8848e96b65fffff,0.6719787516600265,211.1,19.4,unknown,34326,12,33.2782,-112.0263,Tier 3 — Top 50%,True,1.0,,1.0,8.705223999999486,9,False,0.6308
372,8848eba155fffff,0.6719787516600265,211.2,36.7,unknown,75978,12,33.331,-111.7042,Tier 3 — Top 50%,True,1.0,,1.0,5.041087488476974,5,False,0.6308
373,8848e979a1fffff,0.6719787516600265,211.1,23.0,unknown,34204,12,33.2419,-112.0627,Tier 3 — Top 50%,True,1.0,,1.0,4.664307999999807,5,False,0.6308
374,8848e9604bfffff,0.6620185922974767,211.0,31.6,unknown,33910,12,33.2322,-112.2949,Tier 3 — Top 50%,True,1.0,,1.0,3.5845039999995554,3,False,0.6302
375,8848ebb4d9fffff,0.6620185922974767,211.1,19.5,unknown,34323,12,33.2797,-112.0157,Tier 3 — Top 50%,True,1.0,,1.0,8.872203999999492,9,False,0.6302
376,8848ebb5cbfffff,0.6620185922974767,211.1,22.9,unknown,104506,12,33.2848,-111.9241,Tier 3 — Top 50%,True,1.0,,1.0,9.439935999999355,10,False,0.6302
377,8829b6c441fffff,0.6620185922974767,210.2,35.8,unknown,33769,12,33.7268,-112.2673,Tier 3 — Top 50%,True,1.0,,1.0,7.656715998267723,8,False,0.6302
378,8848e96b45fffff,0.6620185922974767,211.1,20.3,unknown,34296,12,33.2669,-112.0513,Tier 3 — Top 50%,True,1.0,,1.0,7.447307999999649,8,False,0.6302
379,8848ebace9fffff,0.6620185922974767,210.8,28.1,unknown,40531,12,33.5224,-111.7848,Tier 3 — Top 50%,True,1.0,,1.0,12.509998312624012,13,False,0.6302
382,8829b6c60bfffff,0.6560424966799469,210.2,34.3,unknown,35406,12,33.6905,-112.3038,Tier 3 — Top 50%,True,1.0,,1.0,4.279199817538302,4,False,0.6297
384,8829b6c56dfffff,0.6560424966799469,210.2,33.6,unknown,33842,12,33.742,-112.1609,Tier 3 — Top 50%,True,1.0,,1.0,12.022560000000455,13,False,0.6297
387,8848ebace1fffff,0.6560424966799469,210.8,28.7,unknown,36054,12,33.5307,-111.7809,Tier 3 — Top 50%,True,1.0,,1.0,12.146896258603283,13,False,0.6297
388,8848e97991fffff,0.6527224435590969,211.1,23.1,unknown,34199,12,33.2427,-112.1119,Tier 3 — Top 50%,True,1.0,,1.0,4.7533639999996,5,False,0.6293
392,8829b6cd47fffff,0.6527224435590969,210.1,42.3,unknown,33551,12,33.825,-112.0132,Tier 3 — Top 50%,True,1.0,,1.0,2.782999999999842,3,False,0.6293
393,8848e979bdfffff,0.648738379814077,211.1,22.4,unknown,34225,12,33.2472,-112.0801,Tier 3 — Top 50%,True,1.0,,1.0,5.254303999999618,5,False,0.6287
394,8848ebb6ebfffff,0.648738379814077,211.2,25.5,unknown,34117,12,33.2273,-112.0,Tier 3 — Top 50%,True,1.0,,1.0,3.0390359999996406,3,False,0.6287
398,8848e96a2dfffff,0.648738379814077,211.0,18.6,unknown,34354,12,33.2829,-112.1034,Tier 3 — Top 50%,True,1.0,,1.0,9.228427999999452,10,False,0.6287
399,8829b6c4d5fffff,0.648738379814077,210.0,44.5,unknown,33474,12,33.7881,-112.3287,Tier 3 — Top 50%,True,1.0,,1.0,1.9706344855784386,2,False,0.6287
400,8848eba257fffff,0.6427622841965471,211.2,31.4,unknown,176161,12,33.2693,-111.8122,Tier 3 — Top 50%,True,1.0,,1.0,7.714475999999817,8,False,0.628
402,8829b6c893fffff,0.6427622841965471,210.2,40.9,unknown,33594,12,33.8114,-111.9996,Tier 3 — Top 50%,True,0.4506,protected,1.0,4.296952000000268,4,False,0.628
405,8848ebb449fffff,0.6427622841965471,211.2,28.2,unknown,41695,12,33.2196,-111.9441,Tier 3 — Top 50%,True,1.0,,1.0,2.1818719999996605,2,False,0.628
408,8829b6ce4dfffff,0.6427622841965471,210.2,32.7,unknown,33872,12,33.7412,-112.1116,Tier 3 — Top 50%,True,1.0,,1.0,12.111616000000247,13,False,0.628
409,8848eba133fffff,0.6427622841965471,211.1,36.2,unknown,67917,12,33.3712,-111.6956,Tier 3 — Top 50%,True,1.0,,1.0,4.239252100746446,4,False,0.628
410,8848eba611fffff,0.6387782204515272,211.0,12.1,unknown,71573,12,33.3699,-111.9842,Tier 3 — Top 50%,True,0.4807,protected,1.0,18.913267999999817,20,False,0.6278
411,8829b6c507fffff,0.6354581673306773,210.1,37.2,unknown,33720,12,33.7692,-112.1882,Tier 3 — Top 50%,True,1.0,,1.0,8.994656000000393,9,False,0.6275
412,8829b6ca97fffff,0.6354581673306773,210.3,34.5,unknown,33813,12,33.7547,-112.0158,Tier 3 — Top 50%,True,1.0,,1.0,10.60879600000019,11,False,0.6275
413,8848ebb1e3fffff,0.6354581673306773,211.4,41.2,unknown,35970,12,33.2188,-111.7262,Tier 3 — Top 50%,True,1.0,,1.0,2.092815999999868,2,False,0.6275
415,8848e97891fffff,0.6354581673306773,211.1,26.2,unknown,34094,12,33.2322,-112.186,Tier 3 — Top 50%,True,1.0,,1.0,3.5845039999995554,3,False,0.6275
416,8848e968d9fffff,0.6321381142098274,210.9,13.9,unknown,49986,12,33.3649,-112.1849,Tier 3 — Top 50%,True,1.0,,1.0,15.349807162803279,16,False,0.627
417,8848e96881fffff,0.6308100929614874,210.8,10.4,unknown,99712,12,33.3846,-112.1561,Tier 3 — Top 50%,True,1.0,,1.0,18.023340744213126,19,False,0.6269
419,8848eba18bfffff,0.6248339973439575,211.1,31.0,unknown,121502,12,33.3873,-111.7478,Tier 3 — Top 50%,True,0.2007,tribal,1.0,9.090397029035792,9,False,0.6268
420,8829b6cf67fffff,0.6248339973439575,210.2,37.1,unknown,33725,12,33.7781,-112.0149,Tier 3 — Top 50%,True,1.0,,1.0,8.003907999999933,8,False,0.6268
421,8848e96145fffff,0.6248339973439575,211.1,25.4,unknown,34122,12,33.2458,-112.1996,Tier 3 — Top 50%,True,1.0,,1.0,5.098455999999982,5,False,0.6268
423,8829b6c413fffff,0.6248339973439575,210.1,41.2,unknown,33584,12,33.7692,-112.2976,Tier 3 — Top 50%,True,1.0,,1.0,4.849015682600015,5,False,0.6268
424,8829b6c5d7fffff,0.6248339973439575,210.0,43.3,unknown,33515,12,33.8055,-112.2611,Tier 3 — Top 50%,True,1.0,,1.0,4.953739999999923,5,False,0.6268
425,8848e960e7fffff,0.6248339973439575,210.9,26.8,unknown,34072,12,33.3012,-112.3031,Tier 3 — Top 50%,True,1.0,,1.0,4.363613304777428,4,False,0.6268
426,8829b6c55bfffff,0.6248339973439575,210.2,36.2,unknown,33753,12,33.748,-112.2278,Tier 3 — Top 50%,True,1.0,,1.0,11.310997705707022,12,False,0.6268
427,8848e96e6bfffff,0.6248339973439575,210.8,22.9,unknown,34206,12,33.3497,-112.2909,Tier 3 — Top 50%,True,1.0,,1.0,5.495651415514632,5,False,0.6268
429,8848eba101fffff,0.6168658698539177,211.2,37.6,unknown,63515,12,33.3408,-111.6897,Tier 3 — Top 50%,True,1.0,,1.0,3.6920416670107707,4,False,0.6258
430,8848eba35bfffff,0.6168658698539177,211.3,35.9,unknown,86236,12,33.2698,-111.7523,Tier 3 — Top 50%,True,1.0,,1.0,7.770135999999292,8,False,0.6258
436,8829b6c097fffff,0.6168658698539177,210.2,32.8,unknown,33869,12,33.7336,-112.1648,Tier 3 — Top 50%,True,1.0,,1.0,12.957647999999857,14,False,0.6258
437,8829b6c187fffff,0.6168658698539177,210.3,31.5,unknown,33912,12,33.732,-112.066,Tier 3 — Top 50%,True,1.0,,1.0,13.135760000000234,14,False,0.6258
438,8848e96d63fffff,0.6135458167330677,210.8,10.7,unknown,94491,12,33.427,-112.1862,Tier 3 — Top 50%,True,1.0,,1.0,15.218064475462809,16,False,0.6257
440,8848ebaacbfffff,0.6122177954847278,211.1,38.0,unknown,48702,12,33.3741,-111.6743,Tier 3 — Top 50%,True,1.0,,1.0,2.258999817475028,2,False,0.6252
444,8848e97893fffff,0.6082337317397079,211.1,25.8,unknown,34109,12,33.239,-112.1928,Tier 3 — Top 50%,True,1.0,,1.0,4.341479999999374,4,False,0.6246
446,8848e97881fffff,0.6082337317397079,211.1,26.7,unknown,34078,12,33.22,-112.1619,Tier 3 — Top 50%,True,1.0,,1.0,2.2263999999995567,2,False,0.6246
