rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier
236,8829b6c52dfffff,0.6404,210.2,36.1,unknown,33756,12,33.7654,-112.1601,Tier 1 — Top 10%
237,8829b6ce35fffff,0.6404,210.1,38.8,unknown,33666,12,33.7964,-112.1061,Tier 1 — Top 10%
238,8829b6d0e9fffff,0.6404,210.6,10.3,unknown,101962,12,33.5285,-112.1298,Tier 1 — Top 10%
239,8848ebb1d1fffff,0.6401,211.4,38.6,unknown,50835,12,33.2129,-111.7686,Tier 1 — Top 10%
240,8848e978a9fffff,0.6401,211.1,25.8,unknown,34107,12,33.2230,-112.1407,Tier 1 — Top 10%
241,8848ebb0b5fffff,0.6401,211.3,34.1,unknown,102639,12,33.2389,-111.8063,Tier 1 — Top 10%
242,8848eba8bbfffff,0.6398,211.0,39.9,unknown,33630,12,33.4794,-111.6455,Tier 1 — Top 10%
243,8848eba103fffff,0.6398,211.2,36.8,unknown,71444,12,33.3477,-111.6965,Tier 1 — Top 10%
244,8848e9793bfffff,0.6398,211.2,27.2,unknown,34060,12,33.2047,-112.0500,Tier 1 — Top 10%
245,8848ebb193fffff,0.6398,211.3,36.0,unknown,84152,12,33.2433,-111.7745,Tier 1 — Top 10%
246,8848e96a21fffff,0.6398,211.0,18.0,unknown,34376,12,33.2897,-112.1102,Tier 1 — Top 10%
247,8829b6cebdfffff,0.6398,210.0,43.8,unknown,33500,12,33.8357,-112.1576,Tier 1 — Top 10%
248,8829b6c5a7fffff,0.6394,210.0,44.1,unknown,33489,12,33.8282,-112.2108,Tier 1 — Top 10%
249,8848e96b47fffff,0.6394,211.1,19.5,unknown,34324,12,33.2737,-112.0581,Tier 1 — Top 10%
250,8848ebb685fffff,0.6394,211.2,23.8,unknown,34175,12,33.2425,-112.0030,Tier 1 — Top 10%
251,8829b6ced7fffff,0.6394,210.1,42.2,unknown,33553,12,33.8161,-112.1865,Tier 1 — Top 10%
252,8848eba03bfffff,0.6394,211.1,29.8,unknown,236910,12,33.3526,-111.7738,Tier 1 — Top 10%
253,8848e9752dfffff,0.6390,211.1,38.4,unknown,33679,12,33.1927,-112.3524,Tier 1 — Top 10%
254,8829b6c18dfffff,0.6390,210.3,29.9,unknown,33969,12,33.7169,-112.0631,Tier 1 — Top 10%
255,8848ebad3bfffff,0.6390,210.8,36.4,unknown,33747,12,33.5273,-111.6929,Tier 1 — Top 10%
256,8848ebb605fffff,0.6390,211.3,30.3,unknown,33955,12,33.1946,-111.9556,Tier 1 — Top 10%
257,8829b6ced3fffff,0.6390,210.1,42.3,unknown,33549,12,33.8146,-112.1972,Tier 1 — Top 10%
258,8829b6c9a1fffff,0.6387,210.2,44.9,unknown,33462,12,33.8141,-111.8688,Tier 1 — Top 10%
259,8829b6cad7fffff,0.6385,210.3,31.9,unknown,33900,12,33.7312,-112.0167,Tier 1 — Top 10%
260,8848eb26c9fffff,0.6385,210.3,43.7,unknown,33503,12,33.7814,-111.8241,Tier 1 — Top 10%
261,8848ebade9fffff,0.6385,210.8,35.0,unknown,33795,12,33.5327,-111.7103,Tier 1 — Top 10%
262,8848ebb195fffff,0.6385,211.3,37.6,unknown,64991,12,33.2379,-111.7571,Tier 1 — Top 10%
263,8848ebb0b9fffff,0.6385,211.3,33.9,unknown,92493,12,33.2291,-111.8207,Tier 1 — Top 10%
264,8848e96a49fffff,0.6385,211.1,23.3,unknown,34194,12,33.2465,-112.1399,Tier 1 — Top 10%
265,8848eba329fffff,0.6385,211.3,39.5,unknown,44336,12,33.2855,-111.6955,Tier 1 — Top 10%
266,8848e96235fffff,0.6380,211.0,32.5,unknown,33878,12,33.2239,-112.2987,Tier 1 — Top 10%
267,8848eb3547fffff,0.6380,210.6,43.6,unknown,33505,12,33.6545,-111.6737,Tier 1 — Top 10%
268,8829b6ca91fffff,0.6380,210.3,33.5,unknown,33845,12,33.7464,-112.0196,Tier 1 — Top 10%
269,8848ebb087fffff,0.6380,211.3,34.9,unknown,79725,12,33.2222,-111.8140,Tier 1 — Top 10%
270,8829b6cc11fffff,0.6379,210.1,43.9,unknown,33495,12,33.8418,-112.1150,Tier 1 — Top 10%
271,8829b6cc57fffff,0.6376,210.1,42.2,unknown,33552,12,33.8266,-112.1120,Tier 1 — Top 10%
272,8848e96101fffff,0.6376,211.0,23.7,unknown,34180,12,33.2678,-112.2094,Tier 1 — Top 10%
273,8848e96b43fffff,0.6370,211.1,19.6,unknown,34320,12,33.2722,-112.0687,Tier 1 — Top 10%
274,8848e979e1fffff,0.6370,211.2,25.6,unknown,34115,12,33.2184,-112.0636,Tier 1 — Top 10%
275,8829b6cf57fffff,0.6370,210.2,36.8,unknown,33735,12,33.7789,-112.0643,Tier 1 — Top 10%
276,8848eba61bfffff,0.6370,211.0,11.5,unknown,79579,12,33.3684,-111.9948,Tier 1 — Top 10%
277,8848e96e6dfffff,0.6370,210.8,21.8,unknown,34243,12,33.3444,-112.2735,Tier 1 — Top 10%
278,8829b6c923fffff,0.6370,210.3,42.7,unknown,33536,12,33.7731,-111.8280,Tier 1 — Top 10%
279,8848ebb1abfffff,0.6370,211.3,39.9,unknown,44626,12,33.2340,-111.7291,Tier 1 — Top 10%
280,8848eba00bfffff,0.6370,211.1,30.8,unknown,183234,12,33.3290,-111.7747,Tier 1 — Top 10%
281,8829b6cf31fffff,0.6370,210.2,39.8,unknown,33633,12,33.8054,-112.0422,Tier 1 — Top 10%
282,8848e96e05fffff,0.6370,210.8,22.4,unknown,42877,12,33.3649,-112.2939,Tier 1 — Top 10%
283,8829b6ca47fffff,0.6370,210.5,27.5,unknown,34049,12,33.6713,-111.9448,Tier 1 — Top 10%
284,8829b6ce57fffff,0.6370,210.2,36.1,unknown,33758,12,33.7684,-112.1388,Tier 1 — Top 10%
285,8848e96e61fffff,0.6364,210.8,22.0,unknown,34238,12,33.3513,-112.2803,Tier 1 — Top 10%
286,8829b6cae7fffff,0.6364,210.3,32.9,unknown,33867,12,33.7304,-111.9673,Tier 1 — Top 10%
287,8848eba365fffff,0.6364,211.3,41.4,unknown,33580,12,33.2717,-111.6819,Tier 1 — Top 10%
288,8829b6c1b7fffff,0.6364,210.2,34.2,unknown,33824,12,33.7555,-112.0652,Tier 1 — Top 10%
289,8829b6db25fffff,0.6364,210.7,23.9,unknown,89472,12,33.5453,-111.8438,Tier 1 — Top 10%
290,8829b6ca31fffff,0.6364,210.4,31.4,unknown,33918,12,33.7099,-111.9469,Tier 1 — Top 10%
291,8829b6cf2bfffff,0.6364,210.2,38.4,unknown,33680,12,33.7918,-112.0285,Tier 1 — Top 10%
292,8829b6d8a7fffff,0.6364,210.5,25.2,unknown,34129,12,33.6478,-111.9457,Tier 1 — Top 10%
293,8829b6cf0dfffff,0.6364,210.2,36.5,unknown,33744,12,33.7751,-112.0362,Tier 1 — Top 10%
294,8848ebac17fffff,0.6360,210.8,28.5,unknown,36945,12,33.5155,-111.7780,Tier 1 — Top 10%
295,8848e96a1dfffff,0.6360,211.0,19.7,unknown,34316,12,33.2837,-112.1526,Tier 1 — Top 10%
296,8829b6cf01fffff,0.6360,210.2,37.2,unknown,33721,12,33.7819,-112.0430,Tier 1 — Top 10%
297,8848e96123fffff,0.6360,211.0,21.1,unknown,34269,12,33.2860,-112.1912,Tier 1 — Top 10%
298,8848e96215fffff,0.6356,211.0,35.0,unknown,33794,12,33.2125,-112.3237,Tier 1 — Top 10%
299,8848e96d4dfffff,0.6356,210.8,12.6,unknown,64612,12,33.4020,-112.1977,Tier 1 — Top 10%
300,8829b6cc59fffff,0.6356,210.1,40.4,unknown,33612,12,33.8100,-112.1197,Tier 1 — Top 10%
301,8848ebb6cbfffff,0.6356,211.2,26.2,unknown,34093,12,33.2160,-112.0250,Tier 1 — Top 10%
302,8829b6c1b1fffff,0.6356,210.3,33.2,unknown,33855,12,33.7472,-112.0690,Tier 1 — Top 10%
303,8848eb26cdfffff,0.6356,210.3,44.3,unknown,33481,12,33.7829,-111.8135,Tier 1 — Top 10%
304,8829b6c2b7fffff,0.6356,210.3,27.9,unknown,36302,12,33.6867,-112.1664,Tier 1 — Top 10%
305,8848e96e65fffff,0.6352,210.8,21.1,unknown,34270,12,33.3528,-112.2697,Tier 1 — Top 10%
306,8848e97895fffff,0.6352,211.1,25.7,unknown,34112,12,33.2337,-112.1755,Tier 1 — Top 10%
307,8829b6cf5bfffff,0.6352,210.2,35.7,unknown,33772,12,33.7691,-112.0788,Tier 1 — Top 10%
308,8848ebb1b1fffff,0.6352,211.3,38.0,unknown,61443,12,33.2477,-111.7427,Tier 1 — Top 10%
309,8848e96d01fffff,0.6352,210.7,12.2,unknown,70300,12,33.4323,-112.2036,Tier 1 — Top 10%
310,8829b6c445fffff,0.6352,210.2,35.4,unknown,33780,12,33.7284,-112.2567,Tier 1 — Top 10%
311,8829b6d19dfffff,0.6346,210.6,13.1,unknown,58638,12,33.5648,-112.0933,Tier 1 — Top 10%
312,8848e96213fffff,0.6346,211.0,35.7,unknown,33772,12,33.2178,-112.3411,Tier 1 — Top 10%
313,8848e961b1fffff,0.6346,210.9,20.8,unknown,34278,12,33.3391,-112.2561,Tier 1 — Top 10%
314,8848e96351fffff,0.6346,211.1,32.8,unknown,33869,12,33.1981,-112.2610,Tier 1 — Top 10%
315,8829b6d689fffff,0.6346,210.4,28.8,unknown,55233,12,33.5671,-112.3503,Tier 1 — Top 10%
316,8848e96045fffff,0.6346,211.0,30.1,unknown,33961,12,33.2352,-112.2737,Tier 1 — Top 10%
317,8848ebb0a5fffff,0.6346,211.3,36.6,unknown,70502,12,33.2267,-111.7822,Tier 1 — Top 10%
318,8829b6c545fffff,0.6346,210.2,33.8,unknown,33835,12,33.7389,-112.1822,Tier 1 — Top 10%
319,8848e96103fffff,0.6346,211.0,23.4,unknown,34190,12,33.2747,-112.2162,Tier 1 — Top 10%
320,8829b6cd0dfffff,0.6346,210.1,43.2,unknown,33518,12,33.8333,-112.0094,Tier 1 — Top 10%
321,8829b6c0c1fffff,0.6341,210.3,27.6,unknown,34045,12,33.6898,-112.1452,Tier 1 — Top 10%
322,8848ebb0e3fffff,0.6341,211.3,36.8,unknown,58763,12,33.2085,-111.8004,Tier 1 — Top 10%
323,8848eb26d1fffff,0.6341,210.3,44.7,unknown,33469,12,33.8019,-111.8445,Tier 1 — Top 10%
324,8848eb3469fffff,0.6341,210.6,38.2,unknown,33687,12,33.6388,-111.7308,Tier 1 — Top 10%
325,8829b6c75bfffff,0.6341,210.3,31.6,unknown,43489,12,33.6898,-112.2545,Tier 1 — Top 10%
326,8829b6ca33fffff,0.6336,210.4,31.9,unknown,33902,12,33.7167,-111.9537,Tier 1 — Top 10%
327,8848e97985fffff,0.6336,211.1,24.1,unknown,34167,12,33.2320,-112.0772,Tier 1 — Top 10%
328,8848e96b0bfffff,0.6336,211.1,17.9,unknown,34378,12,33.2874,-112.0716,Tier 1 — Top 10%
329,8829b6c5e7fffff,0.6336,210.1,41.6,unknown,33572,12,33.8048,-112.2117,Tier 1 — Top 10%
330,8848e961c7fffff,0.6336,210.9,23.4,unknown,34188,12,33.3005,-112.2539,Tier 1 — Top 10%
331,8848eb3737fffff,0.6332,210.6,41.0,unknown,33594,12,33.6432,-111.6989,Tier 1 — Top 10%
332,8829b6c913fffff,0.6332,210.3,40.5,unknown,33608,12,33.7740,-111.8774,Tier 1 — Top 10%
333,8848e96e89fffff,0.6332,210.7,26.6,unknown,120286,12,33.4028,-112.3559,Tier 1 — Top 10%
334,8829b6c19dfffff,0.6328,210.3,31.2,unknown,33923,12,33.7290,-112.0873,Tier 1 — Top 10%
335,8848e96049fffff,0.6328,211.0,31.8,unknown,33904,12,33.2254,-112.2881,Tier 1 — Top 10%
336,8829b6cf27fffff,0.6328,210.2,39.7,unknown,33638,12,33.8016,-112.0141,Tier 1 — Top 10%
337,8848e96107fffff,0.6328,211.0,22.7,unknown,34213,12,33.2762,-112.2056,Tier 1 — Top 10%
338,8848e97935fffff,0.6328,211.2,27.1,unknown,34064,12,33.2077,-112.0289,Tier 1 — Top 10%
339,8848e97931fffff,0.6328,211.2,27.1,unknown,34062,12,33.2062,-112.0394,Tier 1 — Top 10%
340,8848eb26d9fffff,0.6328,210.3,43.7,unknown,33502,12,33.7936,-111.8484,Tier 1 — Top 10%
341,8848e96f51fffff,0.6328,210.8,19.3,unknown,34329,12,33.3626,-112.2553,Tier 1 — Top 10%
342,8848e96d55fffff,0.6327,210.7,13.7,unknown,51937,12,33.4225,-112.2180,Tier 1 — Top 10%
343,8829b6d60bfffff,0.6322,210.5,23.5,unknown,69050,12,33.5263,-112.3095,Tier 1 — Top 10%
344,8848e961a3fffff,0.6322,210.9,19.9,unknown,34310,12,33.3338,-112.2387,Tier 1 — Top 10%
345,8829b6c70dfffff,0.6322,210.3,30.3,unknown,38876,12,33.6958,-112.2120,Tier 1 — Top 10%
346,8848ebb1bbfffff,0.6322,211.3,37.3,unknown,68887,12,33.2463,-111.7533,Tier 1 — Top 10%
347,8848ebb0abfffff,0.6322,211.3,35.4,unknown,77746,12,33.2237,-111.8034,Tier 1 — Top 10%
348,8848ebb089fffff,0.6322,211.3,35.8,unknown,60436,12,33.2056,-111.8216,Tier 1 — Top 10%
349,8848e978b5fffff,0.6322,211.1,23.7,unknown,34179,12,33.2450,-112.1505,Tier 1 — Top 10%
350,8829b6ce99fffff,0.6322,210.1,43.1,unknown,33523,12,33.8229,-112.1934,Tier 1 — Top 10%
351,8829b6c921fffff,0.6322,210.4,42.4,unknown,33546,12,33.7663,-111.8212,Tier 1 — Top 10%
352,8848ebaf5dfffff,0.6322,211.0,32.1,unknown,55173,12,33.4289,-111.7285,Tier 1 — Top 10%
353,8848e96d39fffff,0.6322,210.7,12.3,unknown,68298,12,33.4475,-112.2066,Tier 1 — Top 10%
354,8848eba249fffff,0.6316,211.3,34.7,unknown,97661,12,33.2404,-111.7957,Tier 1 — Top 10%
355,8829b6c721fffff,0.6316,210.2,31.5,unknown,33912,12,33.7140,-112.1937,Tier 1 — Top 10%
356,8848e9612dfffff,0.6316,211.0,21.8,unknown,34244,12,33.2724,-112.1776,Tier 1 — Top 10%
357,8848ebb1d7fffff,0.6316,211.3,38.2,unknown,55754,12,33.2213,-111.7648,Tier 1 — Top 10%
358,8848e96343fffff,0.6316,211.1,32.5,unknown,33880,12,33.1928,-112.2436,Tier 1 — Top 10%
359,8848eba269fffff,0.6316,211.3,35.7,unknown,90135,12,33.2517,-111.7706,Tier 1 — Top 10%
360,8848ebb615fffff,0.6316,211.2,28.3,unknown,34024,12,33.2068,-111.9797,Tier 1 — Top 10%
361,8848e9621bfffff,0.6316,211.0,36.6,unknown,33741,12,33.2094,-112.3449,Tier 1 — Top 10%
362,8829b6ca8dfffff,0.6316,210.3,32.0,unknown,33896,12,33.7274,-111.9886,Tier 1 — Top 10%
363,8848ebb6d7fffff,0.6308,211.2,23.7,unknown,34180,12,33.2380,-112.0348,Tier 1 — Top 10%
364,8829b6ca39fffff,0.6308,210.4,30.4,unknown,33952,12,33.7016,-111.9507,Tier 1 — Top 10%
365,8829b6c0bdfffff,0.6308,210.2,31.8,unknown,33902,12,33.7298,-112.1367,Tier 1 — Top 10%
366,8848ebb0b1fffff,0.6308,211.3,33.5,unknown,105822,12,33.2374,-111.8169,Tier 1 — Top 10%
367,8848ebb18bfffff,0.6308,211.3,38.9,unknown,51346,12,33.2227,-111.7542,Tier 1 — Top 10%
368,8829b6cf5dfffff,0.6308,210.2,35.1,unknown,33792,12,33.7638,-112.0613,Tier 1 — Top 10%
369,8848ebaf29fffff,0.6308,211.0,35.7,unknown,33770,12,33.4500,-111.6889,Tier 1 — Top 10%
370,8848e96b65fffff,0.6308,211.1,19.4,unknown,34326,12,33.2782,-112.0263,Tier 1 — Top 10%
371,8829b6c865fffff,0.6308,210.4,36.2,unknown,33754,12,33.7340,-111.8860,Tier 1 — Top 10%
372,8848eba155fffff,0.6308,211.2,36.7,unknown,75978,12,33.3310,-111.7042,Tier 1 — Top 10%
373,8848e979a1fffff,0.6308,211.1,23.0,unknown,34204,12,33.2419,-112.0627,Tier 1 — Top 10%
374,8848e9604bfffff,0.6302,211.0,31.6,unknown,33910,12,33.2322,-112.2949,Tier 1 — Top 10%
375,8848ebb4d9fffff,0.6302,211.1,19.5,unknown,34323,12,33.2797,-112.0157,Tier 1 — Top 10%
376,8848ebb5cbfffff,0.6302,211.1,22.9,unknown,104506,12,33.2848,-111.9241,Tier 1 — Top 10%
377,8829b6c441fffff,0.6302,210.2,35.8,unknown,33769,12,33.7268,-112.2673,Tier 1 — Top 10%
378,8848e96b45fffff,0.6302,211.1,20.3,unknown,34296,12,33.2669,-112.0513,Tier 1 — Top 10%
379,8848ebace9fffff,0.6302,210.8,28.1,unknown,40531,12,33.5224,-111.7848,Tier 1 — Top 10%
380,8829b6c9c5fffff,0.6302,210.3,40.9,unknown,33595,12,33.7809,-111.8842,Tier 1 — Top 10%
381,8848eb35c7fffff,0.6297,210.5,43.2,unknown,33519,12,33.7024,-111.7213,Tier 1 — Top 10%
382,8829b6c60bfffff,0.6297,210.2,34.3,unknown,35406,12,33.6905,-112.3038,Tier 1 — Top 10%
383,8848ebaf6bfffff,0.6297,211.0,35.1,unknown,37985,12,33.4334,-111.6966,Tier 1 — Top 10%
384,8829b6c56dfffff,0.6297,210.2,33.6,unknown,33842,12,33.7420,-112.1609,Tier 1 — Top 10%
385,8848ebb0c3fffff,0.6297,211.3,36.2,unknown,52301,12,33.1972,-111.8255,Tier 1 — Top 10%
386,8848ebad11fffff,0.6297,210.9,34.9,unknown,33800,12,33.5175,-111.7074,Tier 1 — Top 10%
387,8848ebace1fffff,0.6297,210.8,28.7,unknown,36054,12,33.5307,-111.7809,Tier 1 — Top 10%
388,8848e97991fffff,0.6293,211.1,23.1,unknown,34199,12,33.2427,-112.1119,Tier 1 — Top 10%
389,8829b6caadfffff,0.6293,210.3,33.9,unknown,33833,12,33.7387,-111.9634,Tier 1 — Top 10%
390,8829b6cb01fffff,0.6293,210.5,33.3,unknown,33852,12,33.6968,-111.8733,Tier 1 — Top 10%
391,8848ebb703fffff,0.6293,211.3,31.1,unknown,54862,12,33.2104,-111.8988,Tier 1 — Top 10%
392,8829b6cd47fffff,0.6293,210.1,42.3,unknown,33551,12,33.8250,-112.0132,Tier 1 — Top 10%
393,8848e979bdfffff,0.6287,211.1,22.4,unknown,34225,12,33.2472,-112.0801,Tier 1 — Top 10%
394,8848ebb6ebfffff,0.6287,211.2,25.5,unknown,34117,12,33.2273,-112.0000,Tier 1 — Top 10%
395,8848e962a1fffff,0.6287,211.0,32.0,unknown,33896,12,33.2580,-112.3327,Tier 1 — Top 10%
396,8848e9620bfffff,0.6287,211.1,36.1,unknown,33757,12,33.1973,-112.3207,Tier 1 — Top 10%
397,8848ebac95fffff,0.6287,210.7,26.6,unknown,52965,12,33.5566,-111.8187,Tier 1 — Top 10%
398,8848e96a2dfffff,0.6287,211.0,18.6,unknown,34354,12,33.2829,-112.1034,Tier 1 — Top 10%
399,8829b6c4d5fffff,0.6287,210.0,44.5,unknown,33474,12,33.7881,-112.3287,Tier 1 — Top 10%
400,8848eba257fffff,0.6280,211.2,31.4,unknown,176161,12,33.2693,-111.8122,Tier 1 — Top 10%
401,8848e97527fffff,0.6280,211.0,37.4,unknown,33714,12,33.2079,-112.3554,Tier 1 — Top 10%
402,8829b6c893fffff,0.6280,210.2,40.9,unknown,33594,12,33.8114,-111.9996,Tier 1 — Top 10%
403,8829b6d927fffff,0.6280,210.6,29.4,unknown,33986,12,33.6104,-111.8237,Tier 1 — Top 10%
404,8848e96219fffff,0.6280,211.0,36.7,unknown,33737,12,33.2026,-112.3381,Tier 1 — Top 10%
405,8848ebb449fffff,0.6280,211.2,28.2,unknown,41695,12,33.2196,-111.9441,Tier 1 — Top 10%
406,8848ebb625fffff,0.6280,211.3,30.1,unknown,39438,12,33.2059,-111.9306,Tier 1 — Top 10%
407,8848eb3407fffff,0.6280,210.6,38.9,unknown,33664,12,33.6677,-111.7473,Tier 1 — Top 10%
408,8829b6ce4dfffff,0.6280,210.2,32.7,unknown,33872,12,33.7412,-112.1116,Tier 1 — Top 10%
409,8848eba133fffff,0.6280,211.1,36.2,unknown,67917,12,33.3712,-111.6956,Tier 1 — Top 10%
410,8848eba611fffff,0.6278,211.0,12.1,unknown,71573,12,33.3699,-111.9842,Tier 1 — Top 10%
411,8829b6c507fffff,0.6275,210.1,37.2,unknown,33720,12,33.7692,-112.1882,Tier 1 — Top 10%
412,8829b6ca97fffff,0.6275,210.3,34.5,unknown,33813,12,33.7547,-112.0158,Tier 1 — Top 10%
413,8848ebb1e3fffff,0.6275,211.4,41.2,unknown,35970,12,33.2188,-111.7262,Tier 1 — Top 10%
414,8829b6ce93fffff,0.6275,210.0,44.8,unknown,33466,12,33.8380,-112.1964,Tier 1 — Top 10%
415,8848e97891fffff,0.6275,211.1,26.2,unknown,34094,12,33.2322,-112.1860,Tier 1 — Top 10%
416,8848e968d9fffff,0.6270,210.9,13.9,unknown,49986,12,33.3649,-112.1849,Tier 1 — Top 10%
417,8848e96881fffff,0.6269,210.8,10.4,unknown,99712,12,33.3846,-112.1561,Tier 1 — Top 10%
418,8848ebb88bfffff,0.6268,211.3,42.8,unknown,33532,12,33.2913,-111.6530,Tier 1 — Top 10%
419,8848eba18bfffff,0.6268,211.1,31.0,unknown,121502,12,33.3873,-111.7478,Tier 1 — Top 10%
420,8829b6cf67fffff,0.6268,210.2,37.1,unknown,33725,12,33.7781,-112.0149,Tier 1 — Top 10%
421,8848e96145fffff,0.6268,211.1,25.4,unknown,34122,12,33.2458,-112.1996,Tier 1 — Top 10%
422,8848eb340dfffff,0.6268,210.6,38.1,unknown,33692,12,33.6525,-111.7444,Tier 1 — Top 10%
423,8829b6c413fffff,0.6268,210.1,41.2,unknown,33584,12,33.7692,-112.2976,Tier 1 — Top 10%
424,8829b6c5d7fffff,0.6268,210.0,43.3,unknown,33515,12,33.8055,-112.2611,Tier 1 — Top 10%
425,8848e960e7fffff,0.6268,210.9,26.8,unknown,34072,12,33.3012,-112.3031,Tier 1 — Top 10%
426,8829b6c55bfffff,0.6268,210.2,36.2,unknown,33753,12,33.7480,-112.2278,Tier 1 — Top 10%
427,8848e96e6bfffff,0.6268,210.8,22.9,unknown,34206,12,33.3497,-112.2909,Tier 1 — Top 10%
428,8848ebb1c3fffff,0.6258,211.4,40.2,unknown,40112,12,33.2076,-111.7513,Tier 1 — Top 10%
429,8848eba101fffff,0.6258,211.2,37.6,unknown,63515,12,33.3408,-111.6897,Tier 1 — Top 10%
430,8848eba35bfffff,0.6258,211.3,35.9,unknown,86236,12,33.2698,-111.7523,Tier 1 — Top 10%
431,8848eba89bfffff,0.6258,211.0,37.5,unknown,33711,12,33.4681,-111.6706,Tier 1 — Top 10%
432,8848eba1bdfffff,0.6258,211.0,32.3,unknown,78380,12,33.4054,-111.7294,Tier 1 — Top 10%
433,8848e962abfffff,0.6258,210.9,32.9,unknown,33867,12,33.2565,-112.3433,Tier 1 — Top 10%
434,8848e979c5fffff,0.6258,211.2,26.7,unknown,34078,12,33.2085,-112.0780,Tier 1 — Top 10%
435,8848ebb0e7fffff,0.6258,211.3,37.4,unknown,56723,12,33.2100,-111.7898,Tier 1 — Top 10%
436,8829b6c097fffff,0.6258,210.2,32.8,unknown,33869,12,33.7336,-112.1648,Tier 1 — Top 10%
437,8829b6c187fffff,0.6258,210.3,31.5,unknown,33912,12,33.7320,-112.0660,Tier 1 — Top 10%
438,8848e96d63fffff,0.6257,210.8,10.7,unknown,94491,12,33.4270,-112.1862,Tier 1 — Top 10%
439,8848e968edfffff,0.6253,210.9,10.4,unknown,100775,12,33.3656,-112.1251,Tier 1 — Top 10%
440,8848ebaacbfffff,0.6252,211.1,38.0,unknown,48702,12,33.3741,-111.6743,Tier 1 — Top 10%
441,8848eb356bfffff,0.6252,210.6,44.5,unknown,33474,12,33.6559,-111.6631,Tier 1 — Top 10%
442,8848e9793dfffff,0.6252,211.2,28.0,unknown,34034,12,33.1993,-112.0327,Tier 1 — Top 10%
443,8829b6c9b9fffff,0.6248,210.2,44.2,unknown,33484,12,33.8180,-111.8969,Tier 1 — Top 10%
444,8848e97893fffff,0.6246,211.1,25.8,unknown,34109,12,33.2390,-112.1928,Tier 1 — Top 10%
445,8848eb340bfffff,0.6246,210.6,37.1,unknown,33723,12,33.6579,-111.7618,Tier 1 — Top 10%
446,8848e97881fffff,0.6246,211.1,26.7,unknown,34078,12,33.2200,-112.1619,Tier 1 — Top 10%
447,8848eb3681fffff,0.6246,210.6,32.0,unknown,33895,12,33.6490,-111.8257,Tier 1 — Top 10%
448,8848e96337fffff,0.6246,211.0,27.3,unknown,34057,12,33.2413,-112.2314,Tier 1 — Top 10%
449,8848ebb099fffff,0.6246,211.3,33.3,unknown,77595,12,33.2178,-111.8458,Tier 1 — Top 10%
450,8848ebadcdfffff,0.6246,210.8,33.4,unknown,33848,12,33.5229,-111.7248,Tier 1 — Top 10%
451,8848ebb09bfffff,0.6246,211.3,32.3,unknown,87355,12,33.2246,-111.8525,Tier 1 — Top 10%
452,8848eb3585fffff,0.6239,210.5,44.9,unknown,33460,12,33.7190,-111.7135,Tier 1 — Top 10%
453,8848ebb6e3fffff,0.6239,211.2,24.7,unknown,34144,12,33.2357,-111.9962,Tier 1 — Top 10%
454,8829b6ce25fffff,0.6239,210.2,37.4,unknown,33715,12,33.7843,-112.0818,Tier 1 — Top 10%
455,8848eba141fffff,0.6239,211.2,38.5,unknown,57135,12,33.3173,-111.6907,Tier 1 — Top 10%
456,8829b6c1a7fffff,0.6239,210.3,32.9,unknown,33865,12,33.7434,-112.0409,Tier 1 — Top 10%
457,8848eb35d1fffff,0.6239,210.5,41.6,unknown,33574,12,33.7063,-111.7493,Tier 1 — Top 10%
458,8848eb354bfffff,0.6239,210.6,41.9,unknown,33563,12,33.6447,-111.6883,Tier 1 — Top 10%
459,8848ebb18dfffff,0.6239,211.4,40.5,unknown,39738,12,33.2174,-111.7368,Tier 1 — Top 10%
460,8848ebb187fffff,0.6239,211.3,39.2,unknown,49815,12,33.2326,-111.7397,Tier 1 — Top 10%
461,8829b6d0a9fffff,0.6232,210.6,12.6,unknown,64453,12,33.5520,-112.1290,Tier 1 — Top 10%
462,8829b6ce37fffff,0.6231,210.1,39.6,unknown,33639,12,33.8032,-112.1129,Tier 1 — Top 10%
463,8848e96117fffff,0.6231,211.0,22.9,unknown,34206,12,33.2883,-112.2298,Tier 1 — Top 10%
464,8829b6c5adfffff,0.6231,210.1,42.4,unknown,33546,12,33.8131,-112.2078,Tier 1 — Top 10%
465,8848ebb08dfffff,0.6231,211.3,36.3,unknown,60027,12,33.2070,-111.8110,Tier 1 — Top 10%
466,8829b6c9ebfffff,0.6231,210.3,41.9,unknown,33562,12,33.7892,-111.8803,Tier 1 — Top 10%
467,8848ebacd9fffff,0.6231,210.8,23.8,unknown,96690,12,33.5233,-111.8341,Tier 1 — Top 10%
468,8829b6c8d3fffff,0.6231,210.2,38.4,unknown,33681,12,33.7879,-112.0004,Tier 1 — Top 10%
469,8848e978b7fffff,0.6231,211.1,23.2,unknown,34197,12,33.2519,-112.1573,Tier 1 — Top 10%
470,8848eba32bfffff,0.6231,211.3,38.6,unknown,52141,12,33.2923,-111.7022,Tier 1 — Top 10%
471,8848ebb451fffff,0.6231,211.2,25.3,unknown,41468,12,33.2401,-111.9644,Tier 1 — Top 10%
472,8848e968e9fffff,0.6230,210.9,11.0,unknown,88873,12,33.3641,-112.1357,Tier 1 — Top 10%
473,8848e961a1fffff,0.6225,210.9,19.9,unknown,34309,12,33.3270,-112.2319,Tier 1 — Top 10%
